stratum,adm_state,state,trucktype,tabtrucks,bodytype,adm_modelyear,vius_gvw,miles_annl,miles_life,mpg,opclass,opclass_mtr,opclass_own,opclass_psl,opclass_pvt,opclass_rnt,transmssn,trip_primary,trip0_50,trip051_100,trip101_200,trip201_500,trip500more,adm_make,business
62,6,CA,2,17078.567,2,14,1,15000,170000,-99,5,0,0,100,0,0,1,2,100,0,0,0,0,4,-99
62,6,CA,2,17078.567,2,9,2,10000,100678,21,5,0,0,100,0,0,1,2,90,6,2,2,0,18,-99
62,6,CA,2,17078.567,1,7,1,2000,58606,20.5,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,13,-99
62,6,CA,2,17078.567,4,1,2,17000,24301,16.7,5,0,0,100,0,0,3,4,30,0,50,20,0,1,-99
62,6,CA,2,17078.567,4,5,1,10265,54664,20.5,5,0,0,100,0,0,1,2,95,3,2,0,0,10,-99
62,6,CA,2,17078.567,2,3,2,7572,26486,18.5,5,0,0,100,0,0,1,2,89,0,1,10,0,7,-99
62,6,CA,2,17078.567,2,1,3,20000,29580,25,1,50,0,0,50,0,1,2,80,20,0,0,0,4,14
62,6,CA,2,17078.567,4,11,1,6717,132708,-99,5,0,0,100,0,0,1,2,100,0,0,0,0,4,-99
62,6,CA,2,17078.567,4,4,1,10000,35000,26,5,0,0,100,0,0,1,2,50,0,0,50,0,18,-99
62,6,CA,2,17078.567,2,16,1,1000,20000,20,5,0,0,100,0,0,1,4,50,0,50,0,0,6,-99
62,6,CA,2,17078.567,4,2,1,15000,29300,19,5,0,0,100,0,0,1,2,100,0,0,0,0,18,-99
62,6,CA,2,17078.567,2,1,1,21000,38000,18,5,0,0,100,0,0,1,3,22,71,5,0,2,2,-99
62,6,CA,2,17078.567,2,13,1,1500,141850,14,5,0,0,100,0,0,1,2,90,10,0,0,0,1,-99
62,6,CA,2,17078.567,3,6,1,20000,124340,15,5,0,0,100,0,0,1,2,100,0,0,0,0,1,-99
62,6,CA,2,17078.567,4,10,1,16000,123000,12.3,5,0,0,100,0,0,2,2,100,0,0,0,0,9,-99
62,6,CA,2,17078.567,4,11,1,5000,87000,18,5,0,0,100,0,0,2,2,88,5,5,0,0,1,-99
62,6,CA,2,17078.567,4,2,1,16500,25003,15,5,0,0,100,0,0,1,2,80,15,0,5,0,3,-99
62,6,CA,2,17078.567,4,1,1,2400,5900,18,5,0,0,100,0,0,1,2,100,0,0,0,0,10,-99
62,6,CA,2,17078.567,2,10,1,27164,113001,17.3,5,0,0,70,30,0,1,3,20,75,0,0,5,3,-99
62,6,CA,2,17078.567,4,9,1,13800,120614,-99,5,0,0,100,0,0,-99,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,4,10,1,1350,114650,15.5,5,0,0,100,0,0,1,3,0,100,0,0,0,15,-99
62,6,CA,2,17078.567,4,4,1,10000,57654,16,5,0,0,100,0,0,1,2,100,0,0,0,0,10,-99
62,6,CA,2,17078.567,4,16,1,7732,179638,20,5,0,0,100,0,0,1,2,100,0,0,0,0,14,-99
62,6,CA,2,17078.567,2,10,1,15000,153695,20,5,0,0,100,0,0,1,2,95,4,0,1,0,17,-99
62,6,CA,2,17078.567,2,6,1,13778,98403,16.2,5,0,0,88,12,0,1,2,75,15,10,0,0,1,-99
62,6,CA,2,17078.567,2,2,1,11000,22000,20,5,0,0,100,0,0,1,2,100,0,0,0,0,18,-99
62,6,CA,2,17078.567,4,9,1,20000,200000,-99,5,0,0,100,0,0,-99,2,80,0,0,20,0,10,-99
62,6,CA,2,17078.567,2,2,1,20000,45000,24,5,0,0,100,0,0,1,4,0,0,100,0,0,2,-99
62,6,CA,2,17078.567,4,3,2,9850,38500,16,5,0,0,100,0,0,1,2,100,0,0,0,0,4,-99
62,6,CA,2,17078.567,4,1,1,12000,21496,-99,5,0,0,100,0,0,2,3,0,80,0,0,20,2,-99
62,6,CA,2,17078.567,4,4,1,17000,75000,15,5,0,0,100,0,0,1,1,0,0,0,0,0,1,-99
62,6,CA,2,17078.567,4,8,1,10000,131000,17,5,0,0,85,15,0,2,2,50,0,0,50,0,18,-99
62,6,CA,2,17078.567,4,4,1,9000,39000,25,5,0,0,100,0,0,1,3,0,100,0,0,0,7,-99
62,6,CA,2,17078.567,4,4,1,16607,86000,14,5,0,0,100,0,0,1,2,75,5,10,10,0,24,-99
62,6,CA,2,17078.567,1,8,1,10245,116748,12,5,0,0,100,0,0,1,3,0,100,0,0,0,10,-99
62,6,CA,2,17078.567,4,4,1,23455,69456,15,5,0,0,100,0,0,1,2,100,0,0,0,0,4,-99
62,6,CA,2,17078.567,4,6,1,10000,75000,-99,5,0,0,100,0,0,1,2,90,10,0,0,0,4,-99
62,6,CA,2,17078.567,4,17,1,2500,188000,16,5,0,0,100,0,0,1,2,90,10,0,0,0,1,-99
62,6,CA,2,17078.567,4,6,1,50000,79813,17,5,0,0,100,0,0,-99,3,0,100,0,0,0,1,-99
62,6,CA,2,17078.567,4,3,1,12000,30712,19,5,0,0,100,0,0,1,2,90,5,5,0,0,18,-99
62,6,CA,2,17078.567,4,1,1,15000,25000,20,4,0,0,0,0,100,1,4,0,0,100,0,0,4,2
62,6,CA,2,17078.567,4,1,1,8000,21496,21,5,0,0,100,0,0,1,2,90,5,0,5,0,1,-99
62,6,CA,2,17078.567,4,9,1,20000,130000,12,5,0,0,100,0,0,1,3,30,70,0,0,0,10,-99
62,6,CA,2,17078.567,3,4,1,14500,61000,19,5,0,0,100,0,0,1,2,100,0,0,0,0,3,-99
62,6,CA,2,17078.567,2,6,1,10000,80000,14,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,4,6
62,6,CA,2,17078.567,4,3,2,10000,34000,20,5,0,0,100,0,0,1,1,0,0,0,0,0,18,-99
62,6,CA,2,17078.567,4,16,1,10000,268000,25,5,0,0,100,0,0,1,2,100,0,0,0,0,6,-99
62,6,CA,2,17078.567,3,14,1,3482,120000,10,5,0,0,100,0,0,1,2,100,0,0,0,0,4,-99
62,6,CA,2,17078.567,2,11,1,11000,130000,17,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,3,-99
62,6,CA,2,17078.567,4,11,1,9000,148000,15,5,0,0,100,0,0,1,2,100,0,0,0,0,18,-99
62,6,CA,2,17078.567,4,2,1,8000,17000,23,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,18,-99
62,6,CA,2,17078.567,4,2,1,10101,15070,21,5,0,0,100,0,0,1,2,90,10,0,0,0,7,-99
62,6,CA,2,17078.567,4,1,1,11000,11000,22,5,0,0,100,0,0,1,2,100,0,0,0,0,14,-99
62,6,CA,2,17078.567,4,4,1,6420,21450,18,5,0,0,100,0,0,1,2,100,0,0,0,0,9,-99
62,6,CA,2,17078.567,4,8,2,7000,120000,16,5,0,0,95,5,0,1,2,90,5,5,0,0,6,-99
62,6,CA,2,17078.567,3,13,1,12000,175000,12,1,0,0,0,100,0,1,2,50,50,0,0,0,6,6
62,6,CA,2,17078.567,4,2,1,14600,22360,17,5,0,0,100,0,0,1,2,100,0,0,0,0,15,-99
62,6,CA,2,17078.567,3,17,1,0,148033,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,1,-99
62,6,CA,2,17078.567,4,3,1,12733,38963,20.1,5,0,0,100,0,0,1,2,50,50,0,0,0,18,-99
62,6,CA,2,17078.567,4,15,1,6000,199000,18,5,0,0,100,0,0,1,2,100,0,0,0,0,1,-99
62,6,CA,2,17078.567,4,2,1,13000,19000,17,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,3,-99
62,6,CA,2,17078.567,2,11,1,9000,132708,25.2,5,0,0,100,0,0,1,2,100,0,0,0,0,3,-99
62,6,CA,2,17078.567,4,5,2,10000,79000,13,5,0,0,100,0,0,1,2,90,10,0,0,0,4,-99
62,6,CA,2,17078.567,3,2,1,22000,47885,15.8,5,0,0,100,0,0,1,2,50,10,20,10,10,6,-99
62,6,CA,2,17078.567,4,1,2,4000,4000,10,5,0,0,100,0,0,1,2,80,0,20,0,0,24,-99
62,6,CA,2,17078.567,4,3,1,9550,38963,-99,5,0,0,100,0,0,1,2,80,10,5,0,5,23,-99
62,6,CA,2,17078.567,4,16,1,80,210400,20.1,5,0,0,100,0,0,2,1,10,0,0,0,0,24,-99
62,6,CA,2,17078.567,4,2,2,12000,33000,13,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,24,-99
62,6,CA,2,17078.567,3,17,1,6000,171465,16,5,0,0,100,0,0,1,2,80,10,3,5,2,4,-99
62,6,CA,2,17078.567,3,4,2,13820,58747,-99,4,0,0,0,0,100,1,7,-99,-99,-99,-99,-99,4,2
62,6,CA,2,17078.567,2,3,1,8000,29374,23,5,0,0,100,0,0,1,2,50,25,25,0,0,7,-99
62,6,CA,2,17078.567,2,14,1,5459,115275,20,5,0,0,100,0,0,1,2,100,0,0,0,0,4,-99
62,6,CA,2,17078.567,3,17,1,7000,130600,15,5,0,0,100,0,0,2,5,0,0,0,100,0,24,-99
62,6,CA,2,17078.567,4,10,1,7000,111695,24.2,5,0,0,100,0,0,1,2,50,0,0,0,50,1,-99
62,6,CA,2,17078.567,2,5,1,17000,112400,30,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,1,-99
62,6,CA,2,17078.567,4,4,1,8000,31000,16.1,5,0,0,100,0,0,1,2,80,0,20,0,0,3,-99
62,6,CA,2,17078.567,4,3,3,40000,85000,12,1,0,0,5,95,0,1,2,75,10,5,5,5,23,14
62,6,CA,2,17078.567,3,15,1,150,48794,12,5,0,0,100,0,0,1,2,100,0,0,0,0,6,-99
62,6,CA,2,17078.567,2,8,2,9445,116748,-99,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,23,-99
62,6,CA,2,17078.567,4,6,2,30000,94000,19,5,0,0,100,0,0,1,2,50,25,25,0,0,4,-99
62,6,CA,2,17078.567,4,3,1,18000,75000,14,1,0,0,20,80,0,1,2,90,5,5,0,0,4,14
62,6,CA,2,17078.567,2,3,2,11600,55000,30,5,0,0,100,0,0,1,3,10,80,0,0,10,18,-99
62,6,CA,2,17078.567,2,15,1,0,131361,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,2,1,2,12500,17650,22,5,0,0,100,0,0,1,3,0,100,0,0,0,7,-99
62,6,CA,2,17078.567,2,4,1,21500,78700,-99,5,0,0,100,0,0,1,2,50,48,2,0,0,1,-99
62,6,CA,2,17078.567,4,10,1,10000,120000,15,5,0,0,100,0,0,1,2,50,50,0,0,0,4,-99
62,6,CA,2,17078.567,4,5,2,15000,58000,15,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,4,4,1,7000,49000,28,5,0,0,80,20,0,1,2,90,8,0,2,0,18,-99
62,6,CA,2,17078.567,4,2,1,12000,28000,18.7,5,0,0,100,0,0,1,2,90,0,0,10,0,24,-99
62,6,CA,2,17078.567,4,4,1,13820,63000,14,1,0,0,40,60,0,1,2,100,0,0,0,0,6,9
62,6,CA,2,17078.567,4,6,1,12000,67000,15,5,0,0,99,1,0,1,2,90,5,3,2,0,24,-99
62,6,CA,2,17078.567,4,4,1,10000,42000,15,1,0,0,20,80,0,1,2,95,5,0,0,0,4,14
62,6,CA,2,17078.567,4,16,1,24000,315000,17,1,0,0,40,60,0,2,2,60,0,40,0,0,18,6
62,6,CA,2,17078.567,3,17,1,0,179270,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,3,-99
62,6,CA,2,17078.567,3,17,1,8151,171465,-99,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,4,1,1,13000,13000,12,5,0,0,70,30,0,1,2,50,0,30,20,0,24,-99
62,6,CA,2,17078.567,2,10,1,21000,180408,17,5,0,0,100,0,0,1,2,50,20,20,10,0,4,-99
62,6,CA,2,17078.567,4,5,1,11000,58000,20,5,0,0,100,0,0,1,2,75,10,10,5,0,18,-99
62,6,CA,2,17078.567,4,1,1,15000,25000,20,4,0,0,0,0,100,1,4,0,0,100,0,0,4,2
62,6,CA,2,17078.567,4,1,1,21384,21384,19.4,5,0,0,100,0,0,1,5,50,0,0,50,0,4,-99
62,6,CA,2,17078.567,3,10,1,5000,41000,-99,5,0,0,100,0,0,1,3,0,100,0,0,0,1,-99
62,6,CA,2,17078.567,4,4,2,13820,58747,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,1,-99
62,6,CA,2,17078.567,4,10,1,12000,151000,15,5,0,0,100,0,0,1,2,100,0,0,0,0,4,-99
62,6,CA,2,17078.567,4,2,1,8000,18000,10.5,5,0,0,100,0,0,1,2,99,0,0,0,0,10,-99
62,6,CA,2,17078.567,4,5,1,14000,54560,17.2,5,0,0,80,20,0,1,2,60,0,10,30,0,24,-99
62,6,CA,2,17078.567,4,10,1,12000,113001,15,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,10,-99
62,6,CA,2,17078.567,2,4,1,10000,47500,22.5,5,0,0,80,20,0,1,2,74,20,5,1,0,18,-99
62,6,CA,2,17078.567,4,5,2,10000,85614,-99,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,2,1,1,18396,18396,13,4,0,0,0,0,100,1,2,40,0,20,20,20,3,2
62,6,CA,2,17078.567,4,8,1,12594,116748,-99,5,0,0,100,0,0,-99,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,3,17,1,8892,171465,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,4,4,2,8000,44000,16,5,0,0,100,0,0,1,2,80,0,0,0,20,24,-99
62,6,CA,2,17078.567,4,1,2,7000,16946,16,5,0,0,50,50,0,1,2,40,20,15,10,15,1,-99
62,6,CA,2,17078.567,4,9,1,16050,68050,15,5,0,0,90,10,0,2,2,95,3,1,0,0,15,-99
62,6,CA,2,17078.567,2,13,1,11000,340000,20,5,0,0,80,20,0,1,2,100,0,0,0,0,1,-99
62,6,CA,2,17078.567,4,17,1,0,179270,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,2,15,1,4200,99000,17.3,5,0,0,70,30,0,1,7,-99,-99,-99,-99,-99,14,-99
62,6,CA,2,17078.567,2,3,1,2000,4906,17.3,5,0,0,100,0,0,1,2,90,10,0,0,0,1,-99
62,6,CA,2,17078.567,4,10,1,8000,84000,16,5,0,0,100,0,0,1,2,100,0,0,0,0,10,-99
62,6,CA,2,17078.567,2,5,1,23000,103000,21.5,5,0,0,100,0,0,1,2,90,0,0,10,0,1,-99
62,6,CA,2,17078.567,2,1,1,10000,13500,18,5,0,0,100,0,0,1,2,95,0,0,5,0,1,-99
62,6,CA,2,17078.567,4,2,1,8000,37710,-99,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,2,10,1,7500,113001,16,5,0,0,100,0,0,1,2,95,0,5,0,0,15,-99
62,6,CA,2,17078.567,2,3,1,7951,25109,-99,5,0,0,100,0,0,1,2,99,1,0,0,0,3,-99
62,6,CA,2,17078.567,4,7,1,12000,128000,17,5,0,0,100,0,0,1,2,90,5,0,0,5,10,-99
62,6,CA,2,17078.567,4,5,1,22000,110000,-99,5,0,0,95,5,0,1,3,20,40,30,10,0,4,-99
62,6,CA,2,17078.567,3,17,1,2000,98899,16,5,0,0,100,0,0,1,2,100,0,0,0,0,4,-99
62,6,CA,2,17078.567,4,8,1,10000,91721,12,5,0,0,100,0,0,2,2,55,20,10,10,0,10,-99
62,6,CA,2,17078.567,4,16,1,13000,234446,21,5,0,0,100,0,0,1,3,5,90,5,0,0,1,-99
62,6,CA,2,17078.567,4,5,1,10000,65000,18,5,0,0,100,0,0,1,2,100,0,0,0,0,10,-99
62,6,CA,2,17078.567,2,4,2,14000,65000,18,5,0,0,100,0,0,1,2,80,20,0,0,0,3,-99
62,6,CA,2,17078.567,4,5,2,13424,73701,20.8,5,0,0,90,10,0,2,2,60,30,8,2,0,4,-99
62,6,CA,2,17078.567,4,6,2,15917,95506,22,5,0,0,100,0,0,1,2,98,1,1,0,0,4,-99
62,6,CA,2,17078.567,4,9,1,12900,143711,16,5,0,0,100,0,0,1,2,70,10,10,5,0,14,-99
62,6,CA,2,17078.567,4,12,1,6924,93924,12.5,5,0,0,100,0,0,1,3,0,100,0,0,0,10,-99
62,6,CA,2,17078.567,2,1,3,5000,10632,19,5,0,0,100,0,0,1,2,70,0,30,0,0,3,-99
62,6,CA,2,17078.567,2,5,1,19336,61353,-99,1,0,0,10,90,0,1,2,85,0,0,0,15,4,9
62,6,CA,2,17078.567,4,1,1,20000,35000,19,5,0,0,100,0,0,1,2,90,5,0,5,0,4,-99
62,6,CA,2,17078.567,4,9,1,19000,170500,19.4,5,0,0,100,0,0,3,2,55,10,0,35,0,10,-99
62,6,CA,2,17078.567,3,17,1,3412,140395,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,3,-99
62,6,CA,2,17078.567,4,9,1,18000,75000,14,5,0,0,100,0,0,1,2,85,10,5,0,0,23,-99
62,6,CA,2,17078.567,4,1,1,8000,17000,25.5,5,0,0,60,40,0,1,2,45,45,10,0,0,18,-99
62,6,CA,2,17078.567,4,2,1,5000,21500,21,5,0,0,100,0,0,1,2,90,10,0,0,0,15,-99
62,6,CA,2,17078.567,4,7,1,10000,73000,16,5,0,0,100,0,0,1,2,95,5,0,0,0,4,-99
62,6,CA,2,17078.567,4,1,1,3000,4300,18,5,0,0,100,0,0,1,2,90,0,10,0,0,4,-99
62,6,CA,2,17078.567,3,17,1,0,124019,-99,6,-99,-99,-99,-99,-99,4,8,-99,-99,-99,-99,-99,3,-99
62,6,CA,2,17078.567,4,8,2,15000,120000,11,5,0,10,90,0,0,1,6,0,0,0,0,100,24,-99
62,6,CA,2,17078.567,2,3,1,14078,58138,17,4,0,0,0,0,100,1,3,0,100,0,0,0,3,2
62,6,CA,2,17078.567,2,12,1,10000,79342,22.4,5,0,0,100,0,0,1,2,70,0,0,30,0,17,-99
62,6,CA,2,17078.567,4,1,2,12000,24500,14.5,5,0,0,100,0,0,1,2,65,0,10,0,20,4,-99
62,6,CA,2,17078.567,4,3,1,14000,38000,18,5,0,0,100,0,0,1,2,50,30,10,10,0,4,-99
62,6,CA,2,17078.567,2,10,1,12000,110000,20,5,0,0,75,25,0,1,2,90,0,0,5,0,3,-99
62,6,CA,2,17078.567,2,1,1,15000,15000,-99,5,0,0,100,0,0,1,2,90,2,2,2,4,2,-99
62,6,CA,2,17078.567,4,6,1,5000,79813,12.5,5,0,0,100,0,0,1,2,95,2,2,1,0,4,-99
62,6,CA,2,17078.567,4,13,1,8825,145004,9,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,2,4,1,15000,87434,24,5,0,0,100,0,0,1,2,60,22,0,0,18,18,-99
62,6,CA,2,17078.567,4,10,2,15000,113001,21.5,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,4,14
62,6,CA,2,17078.567,2,7,1,1000,87861,17.8,5,0,0,100,0,0,1,2,80,10,10,0,0,3,-99
62,6,CA,2,17078.567,3,5,1,20000,82000,13,5,0,0,99,1,0,1,2,90,5,4,1,0,3,-99
62,6,CA,2,17078.567,2,3,1,11000,29000,20,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,3,-99
62,6,CA,2,17078.567,4,2,1,12000,30000,15,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,4,2,1,15416,37710,-99,5,0,0,100,0,0,1,2,95,3,1,1,0,2,-99
62,6,CA,2,17078.567,2,8,1,11297,116748,17,5,0,0,100,0,0,1,2,100,0,0,0,0,23,-99
62,6,CA,2,17078.567,1,10,1,7000,80000,11,5,0,0,100,0,0,1,2,100,0,0,0,0,4,-99
62,6,CA,2,17078.567,3,3,1,15470,42931,18.3,1,0,0,0,100,0,1,2,95,5,0,0,0,4,14
62,6,CA,2,17078.567,4,5,1,11000,62000,14,1,0,0,40,60,0,1,2,99,0,0,0,1,3,-99
62,6,CA,2,17078.567,4,3,1,12000,60000,19,5,0,0,100,0,0,1,2,60,0,30,0,10,4,-99
62,6,CA,2,17078.567,4,6,1,7000,99000,9,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,4,4,1,20000,67500,13,5,0,0,100,0,0,1,2,60,20,20,0,0,1,-99
62,6,CA,2,17078.567,4,4,3,10000,42000,10,5,0,0,100,0,0,1,2,95,0,5,0,0,1,-99
62,6,CA,2,17078.567,4,1,2,3000,7000,-99,5,0,0,100,0,0,1,2,100,0,0,0,0,18,-99
62,6,CA,2,17078.567,3,6,1,10000,74000,10,5,0,0,100,0,0,1,2,95,5,0,0,0,3,-99
62,6,CA,2,17078.567,4,3,1,13061,26061,18,5,0,0,100,0,0,1,2,90,10,0,0,0,23,-99
62,6,CA,2,17078.567,2,9,2,13800,90000,-99,5,0,0,100,0,0,1,2,95,5,0,0,0,3,-99
62,6,CA,2,17078.567,4,2,2,12000,27000,15,5,0,0,100,0,0,1,6,0,0,0,0,100,24,-99
62,6,CA,2,17078.567,4,1,1,12000,22500,18,5,0,0,100,0,0,1,2,90,5,0,0,5,24,-99
62,6,CA,2,17078.567,2,11,1,12000,185000,25.2,5,0,0,100,0,0,1,2,100,0,0,0,0,3,-99
62,6,CA,2,17078.567,2,11,1,10000,110000,14,5,0,0,100,0,0,1,1,0,0,0,0,0,1,-99
62,6,CA,2,17078.567,4,8,1,15000,117000,18,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,9,-99
62,6,CA,2,17078.567,2,2,1,15416,37710,-99,1,0,0,5,95,0,-99,7,-99,-99,-99,-99,-99,3,-99
62,6,CA,2,17078.567,4,4,2,13820,58747,-99,5,0,0,95,5,0,1,2,75,10,5,5,3,24,-99
62,6,CA,2,17078.567,2,7,1,8000,87861,23,5,0,0,100,0,0,1,2,98,0,0,2,0,3,-99
62,6,CA,2,17078.567,4,8,2,12594,116748,-99,5,0,0,100,0,0,2,2,90,0,0,0,9,10,-99
62,6,CA,2,17078.567,2,2,2,15416,37710,-99,5,0,0,100,0,0,-99,7,-99,-99,-99,-99,-99,7,-99
62,6,CA,2,17078.567,2,14,1,5000,86000,15,5,0,0,100,0,0,1,2,100,0,0,0,0,17,-99
62,6,CA,2,17078.567,2,10,1,4589,95576,19.6,5,0,0,100,0,0,1,2,66,5,5,5,19,18,-99
62,6,CA,2,17078.567,2,8,1,20000,120000,23,5,0,0,60,40,0,1,2,75,15,10,0,0,15,-99
62,6,CA,2,17078.567,4,2,1,12400,20000,19,5,0,0,100,0,0,1,2,70,20,10,0,0,18,-99
62,6,CA,2,17078.567,2,4,1,15500,62000,18,5,0,0,100,0,0,1,2,70,20,5,5,0,3,-99
62,6,CA,2,17078.567,4,13,1,25000,145004,16,5,0,0,100,0,0,2,2,50,25,23,0,0,10,-99
62,6,CA,2,17078.567,2,10,1,14400,137500,19,1,0,0,10,90,0,1,2,90,10,0,0,0,15,-99
62,6,CA,2,17078.567,2,10,1,9726,115641,17.6,5,0,0,85,15,0,1,2,88,10,0,1,1,2,-99
62,6,CA,2,17078.567,4,4,1,10000,40000,18,5,0,0,100,0,0,1,2,50,25,0,0,25,15,-99
62,6,CA,2,17078.567,4,17,1,12000,341979,14,5,0,0,100,0,0,1,2,100,0,0,0,0,18,-99
62,6,CA,2,17078.567,4,5,1,9480,29000,16,5,0,0,100,0,0,1,2,80,20,0,0,0,24,-99
62,6,CA,2,17078.567,4,1,1,15000,15000,21,5,0,0,100,0,0,1,2,80,0,0,0,20,24,-99
62,6,CA,2,17078.567,4,17,1,9625,156498,14,5,0,0,100,0,0,1,2,100,0,0,0,0,4,-99
62,6,CA,2,17078.567,3,17,1,1100,47017,9,1,0,0,20,80,0,1,2,80,0,0,0,0,1,8
62,6,CA,2,17078.567,2,13,2,15000,91451,15,4,0,0,0,0,100,1,2,80,20,0,0,0,4,2
62,6,CA,2,17078.567,3,3,3,19099,69830,13,3,0,95,5,0,0,1,2,100,0,0,0,0,1,1
62,6,CA,2,17078.567,3,2,1,3800,8200,20,5,0,0,100,0,0,1,2,100,0,0,0,0,3,-99
62,6,CA,2,17078.567,4,2,2,14000,26000,15,5,0,0,100,0,0,1,2,85,15,0,0,0,4,-99
62,6,CA,2,17078.567,4,1,3,4000,18000,12,5,0,0,100,0,0,1,2,90,0,0,0,10,1,-99
62,6,CA,2,17078.567,2,15,1,5984,131361,-99,5,0,0,100,0,0,-99,7,-99,-99,-99,-99,-99,3,-99
62,6,CA,2,17078.567,4,1,3,2400,14500,22,5,0,0,100,0,0,1,2,95,5,0,0,0,7,-99
62,6,CA,2,17078.567,3,17,1,35000,185368,16,1,0,0,0,100,0,1,2,80,20,0,0,0,4,6
62,6,CA,2,17078.567,4,10,1,13424,95000,-99,5,0,0,100,0,0,1,2,100,0,0,0,0,10,-99
62,6,CA,2,17078.567,4,10,1,20000,78204,15.5,5,0,0,100,0,0,1,3,25,25,25,15,10,4,-99
62,6,CA,2,17078.567,4,17,1,14000,250000,10,5,0,0,100,0,0,1,2,95,0,5,0,0,4,-99
62,6,CA,2,17078.567,4,3,2,16000,42000,16,5,0,0,100,0,0,2,2,100,0,0,0,0,9,-99
62,6,CA,2,17078.567,4,2,1,15000,37000,18.1,5,0,0,100,0,0,1,2,80,0,0,0,20,24,-99
62,6,CA,2,17078.567,3,3,1,10336,26693,15.5,1,0,0,0,100,0,2,2,100,0,0,0,0,1,8
62,6,CA,2,17078.567,4,9,1,8450,120614,15,5,0,0,100,0,0,1,2,90,0,0,0,10,1,-99
62,6,CA,2,17078.567,2,17,1,6000,224000,-99,5,0,0,100,0,0,2,7,-99,-99,-99,-99,-99,18,-99
62,6,CA,2,17078.567,2,10,1,6000,66000,18,1,0,0,0,100,0,1,2,100,0,0,0,0,17,7
62,6,CA,2,17078.567,2,5,1,7000,41000,22,5,0,0,100,0,0,1,2,50,50,0,0,0,15,-99
62,6,CA,2,17078.567,2,7,2,8000,66000,17.5,5,0,0,100,0,0,1,2,99,0,0,0,1,4,-99
62,6,CA,2,17078.567,4,1,1,11000,19200,24,5,0,0,100,0,0,1,2,70,10,10,5,0,7,-99
62,6,CA,2,17078.567,2,6,1,14323,79959,19,1,0,0,10,90,0,1,2,50,5,10,35,0,23,7
62,6,CA,2,17078.567,4,2,1,8000,15000,18,5,0,0,100,0,0,1,2,60,10,10,0,0,10,-99
62,6,CA,2,17078.567,4,16,1,8000,179638,18,5,0,0,100,0,0,2,2,100,0,0,0,0,3,-99
62,6,CA,2,17078.567,4,1,1,14000,17201,18,5,0,0,100,0,0,1,2,100,0,0,0,0,24,-99
62,6,CA,2,17078.567,4,2,1,15000,29000,18,5,0,0,100,0,0,1,2,100,0,0,0,0,15,-99
62,6,CA,2,17078.567,2,16,1,200,132985,15,5,0,0,100,0,0,2,7,-99,-99,-99,-99,-99,3,-99
62,6,CA,2,17078.567,2,14,1,12000,250000,20,5,0,0,100,0,0,1,2,90,8,2,0,0,13,-99
62,6,CA,2,17078.567,4,4,1,13820,58747,-99,5,0,0,100,0,0,1,2,99,1,0,0,0,7,-99
62,6,CA,2,17078.567,4,4,2,14000,70000,16.5,5,0,0,100,0,0,1,2,90,0,0,0,10,23,-99
62,6,CA,2,17078.567,2,14,1,7000,198000,-99,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,6,-99
62,6,CA,2,17078.567,4,3,2,8500,29500,12,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,4,-99
