int,region,sex,race,age,income,education,postwt
2,South,Female,White,57,$40-$80k,Some College,0.154733066
5,South,Female,White,57,$40-$80k,Grad School,0.154733066
3,West,Male,White,79,<$40k,No College,0.268422977
2,West,Male,White,60,<$40k,Some College,0.268422977
2,West,Male,White,55,MISSING,Some College,0.268422977
2,West,Female,White,67,<$40k,No College,0.154733066
2,West,Female,White,66,<$40k,Some College,0.154733066
2,West,Male,White,64,<$40k,College Grad,0.268422977
2,West,Male,White,59,$40-$80k,Some College,0.268422977
1,West,Male,White,52,<$40k,Grad School,0.268422977
2,West,Female,White,73,<$40k,No College,0.154733066
3,West,Male,White,29,>$80k,College Grad,1.379636378
4,West,Male,White,61,<$40k,College Grad,0.268422977
3,West,Female,White,55,$40-$80k,No College,0.154733066
2,West,Female,White,73,$40-$80k,College Grad,0.154733066
2,West,Female,White,86,<$40k,Some College,0.154733066
1,South,Female,White,43,$40-$80k,College Grad,1.19171607
1,South,Male,White,58,$40-$80k,Some College,0.268422977
3,South,Male,White,38,<$40k,No College,1.379636378
2,South,Male,White,60,<$40k,No College,0.268422977
1,South,Male,White,62,$40-$80k,Grad School,0.268422977
3,South,Female,White,73,$40-$80k,Some College,0.154733066
2,West,Female,White,78,$40-$80k,Grad School,0.154733066
2,West,Female,White,80,<$40k,Grad School,0.154733066
2,West,Male,White,84,>$80k,Grad School,0.268422977
2,South,Female,White,54,<$40k,College Grad,0.154733066
2,South,Male,White,83,$40-$80k,College Grad,0.268422977
1,South,Male,White,55,>$80k,Grad School,0.268422977
2,South,Male,White,56,<$40k,Some College,0.268422977
1,South,Male,White,43,$40-$80k,Some College,1.379636378
2,South,Male,White,70,>$80k,Grad School,0.268422977
5,South,Female,White,51,$40-$80k,No College,0.154733066
2,South,Male,White,77,MISSING,Grad School,0.268422977
3,South,Female,White,69,<$40k,No College,0.154733066
2,South,Male,White,61,$40-$80k,College Grad,0.268422977
5,South,Female,White,65,MISSING,College Grad,0.154733066
2,South,Female,White,34,>$80k,Some College,1.19171607
2,South,Female,White,55,<$40k,Some College,0.154733066
2,South,Female,White,57,>$80k,Grad School,0.154733066
3,South,Female,Black,45,$40-$80k,Grad School,0.508954536
3,South,Female,White,45,>$80k,Grad School,0.154733066
2,Northeast,Female,White,82,$40-$80k,Some College,0.154733066
3,Northeast,Male,White,80,<$40k,No College,0.268422977
5,Northeast,Female,White,38,$40-$80k,College Grad,1.19171607
2,Northeast,Female,White,61,$40-$80k,No College,0.154733066
2,Northeast,Male,White,50,$40-$80k,Some College,0.268422977
3,Northeast,Female,White,55,>$80k,College Grad,0.154733066
2,Northeast,Male,White,53,>$80k,Grad School,0.268422977
2,Northeast,Female,White,65,<$40k,Some College,0.154733066
2,Northeast,Female,White,46,<$40k,No College,0.154733066
2,Northeast,Female,White,49,>$80k,College Grad,0.154733066
4,Northeast,Female,Asian,36,>$80k,Grad School,1.212827831
2,Northeast,Female,White,53,$40-$80k,Grad School,0.154733066
2,Northeast,Male,Other,47,MISSING,Grad School,0.604890752
4,Northeast,Female,Hispanic,64,<$40k,No College,0.508954536
2,Midwest,Male,Black,70,<$40k,Some College,0.604890752
2,Midwest,Female,Black,67,$40-$80k,Some College,0.508954536
2,Midwest,Female,White,51,>$80k,College Grad,0.154733066
2,Midwest,Male,White,71,>$80k,Grad School,0.268422977
3,Midwest,Female,White,70,<$40k,Some College,0.154733066
2,West,Female,White,51,$40-$80k,Grad School,0.154733066
3,Midwest,Male,White,52,$40-$80k,Some College,0.268422977
2,Midwest,Female,White,59,>$80k,No College,0.154733066
3,Midwest,Female,White,85,<$40k,Some College,0.154733066
1,Midwest,Male,Hispanic,86,<$40k,Some College,0.604890752
3,Midwest,Female,White,51,<$40k,Some College,0.154733066
3,Midwest,Male,White,35,MISSING,Some College,1.379636378
5,Midwest,Female,White,71,>$80k,Grad School,0.154733066
1,Midwest,Male,White,36,$40-$80k,Some College,1.379636378
2,Midwest,Female,White,69,$40-$80k,Some College,0.154733066
3,Midwest,Female,White,47,<$40k,Some College,0.154733066
5,Midwest,Female,White,66,<$40k,Some College,0.154733066
4,Midwest,Male,White,70,<$40k,No College,0.268422977
2,Midwest,Male,White,45,$40-$80k,Some College,0.268422977
3,Midwest,Male,White,48,<$40k,No College,0.268422977
2,Midwest,Male,White,77,$40-$80k,Some College,0.268422977
4,Midwest,Female,White,62,<$40k,Some College,0.154733066
1,Midwest,Female,Hispanic,44,<$40k,Some College,0.508954536
2,Midwest,Male,White,19,$40-$80k,No College,1.379636378
3,Midwest,Female,White,85,$40-$80k,Grad School,0.154733066
1,Midwest,Male,White,52,>$80k,Some College,0.268422977
3,Midwest,Male,White,67,$40-$80k,No College,0.268422977
3,Midwest,Female,White,82,<$40k,No College,0.154733066
5,Midwest,Female,White,70,$40-$80k,No College,0.154733066
1,Midwest,Female,White,35,$40-$80k,Some College,1.19171607
2,Midwest,Male,White,79,>$80k,Some College,0.268422977
1,Midwest,Female,White,68,>$80k,Grad School,0.154733066
1,Midwest,Female,White,45,$40-$80k,Some College,0.154733066
2,Midwest,Female,White,81,<$40k,No College,0.154733066
5,South,Male,White,48,MISSING,College Grad,0.268422977
1,South,Female,Hispanic,88,<$40k,No College,0.508954536
2,South,Female,White,54,$40-$80k,Grad School,0.154733066
2,South,Female,White,63,$40-$80k,Some College,0.154733066
3,South,Female,White,80,<$40k,No College,0.154733066
2,South,Female,White,61,$40-$80k,College Grad,0.154733066
2,South,Male,White,82,<$40k,No College,0.268422977
2,South,Male,White,71,<$40k,Some College,0.268422977
2,South,Female,White,49,$40-$80k,Grad School,0.154733066
3,South,Male,White,71,MISSING,Grad School,0.268422977
3,South,Female,White,52,$40-$80k,Some College,0.154733066
2,South,Female,White,23,$40-$80k,No College,1.19171607
2,South,Female,White,75,$40-$80k,Grad School,0.154733066
5,South,Male,White,72,<$40k,No College,0.268422977
1,South,Male,White,18,>$80k,Grad School,1.379636378
3,South,Male,White,66,$40-$80k,No College,0.268422977
2,South,Female,White,71,>$80k,Grad School,0.154733066
1,South,Male,White,65,$40-$80k,Some College,0.268422977
2,South,Female,White,42,>$80k,College Grad,1.19171607
3,West,Female,White,62,>$80k,Some College,0.154733066
3,West,Male,White,39,>$80k,No College,1.379636378
2,West,Female,White,81,$40-$80k,Some College,0.154733066
1,West,Male,White,38,>$80k,College Grad,1.379636378
2,West,Male,White,52,$40-$80k,Some College,0.268422977
4,West,Female,Black,57,$40-$80k,Grad School,0.508954536
5,South,Female,White,89,<$40k,Some College,0.154733066
2,South,Female,White,73,$40-$80k,College Grad,0.154733066
2,South,Male,White,59,$40-$80k,Some College,0.268422977
3,South,Female,Hispanic,61,<$40k,Some College,0.508954536
2,South,Female,Other,89,<$40k,No College,0.508954536
2,South,Male,White,18,>$80k,Some College,1.379636378
3,South,Female,White,61,<$40k,Some College,0.154733066
1,South,Male,White,85,>$80k,College Grad,0.268422977
5,West,Female,Other,70,<$40k,No College,0.508954536
1,West,Male,White,42,>$80k,Some College,1.379636378
3,West,Female,White,23,<$40k,Some College,1.19171607
4,West,Male,White,65,<$40k,Some College,0.268422977
4,West,Female,White,73,<$40k,Some College,0.154733066
3,West,Female,White,40,$40-$80k,Some College,1.19171607
1,Midwest,Male,White,75,<$40k,Some College,0.268422977
2,Midwest,Female,White,64,>$80k,College Grad,0.154733066
5,Midwest,Female,White,76,<$40k,No College,0.154733066
1,Midwest,Female,White,86,<$40k,Some College,0.154733066
2,South,Female,Black,26,<$40k,No College,1.212827831
2,South,Female,White,70,>$80k,Grad School,0.154733066
1,South,Female,White,82,<$40k,Grad School,0.154733066
2,South,Female,Black,63,<$40k,No College,0.508954536
3,South,Female,White,50,<$40k,No College,0.154733066
4,South,Male,White,65,<$40k,Some College,0.268422977
2,South,Male,White,62,<$40k,No College,0.268422977
3,South,Male,White,59,>$80k,Grad School,0.268422977
2,South,Male,White,53,<$40k,Some College,0.268422977
3,South,Female,White,80,$40-$80k,Grad School,0.154733066
2,South,Female,White,55,$40-$80k,Some College,0.154733066
2,West,Male,White,38,<$40k,Some College,1.379636378
2,West,Female,White,37,>$80k,College Grad,1.19171607
1,West,Male,White,52,>$80k,Grad School,0.268422977
1,West,Female,White,33,>$80k,Grad School,1.19171607
2,West,Female,Other,77,$40-$80k,Some College,0.508954536
2,West,Female,White,62,>$80k,College Grad,0.154733066
1,West,Female,Hispanic,44,>$80k,Some College,0.508954536
2,West,Male,White,50,<$40k,College Grad,0.268422977
2,Northeast,Female,Hispanic,32,<$40k,Some College,1.212827831
3,South,Female,White,54,<$40k,Some College,0.154733066
2,South,Female,White,32,$40-$80k,Some College,1.19171607
3,South,Female,White,64,$40-$80k,No College,0.154733066
3,South,Male,White,79,<$40k,No College,0.268422977
2,South,Female,White,77,<$40k,Some College,0.154733066
2,South,Female,White,50,$40-$80k,No College,0.154733066
2,South,Female,White,67,>$80k,Some College,0.154733066
2,South,Male,White,46,>$80k,No College,0.268422977
2,South,Female,White,53,>$80k,Some College,0.154733066
2,South,Female,White,49,>$80k,Some College,0.154733066
2,South,Female,White,81,<$40k,Some College,0.154733066
2,South,Male,White,70,<$40k,Some College,0.268422977
1,South,Female,White,50,<$40k,Some College,0.154733066
4,South,Female,White,66,<$40k,No College,0.154733066
2,South,Female,White,68,<$40k,No College,0.154733066
3,South,Female,White,60,<$40k,Some College,0.154733066
3,South,Female,White,77,<$40k,No College,0.154733066
4,West,Male,Asian,55,<$40k,Some College,0.604890752
1,West,Female,White,54,MISSING,MISSING,0.154733066
3,West,Female,White,63,<$40k,Some College,0.154733066
1,West,Male,White,51,<$40k,Some College,0.268422977
2,West,Male,White,86,$40-$80k,Some College,0.268422977
2,West,Female,White,82,$40-$80k,College Grad,0.154733066
2,West,Male,White,70,<$40k,College Grad,0.268422977
3,West,Female,White,46,$40-$80k,College Grad,0.154733066
5,South,Female,White,63,$40-$80k,College Grad,0.154733066
3,South,Male,Other,76,<$40k,No College,0.604890752
3,South,Male,White,80,$40-$80k,Some College,0.268422977
5,South,Male,Black,83,<$40k,No College,0.604890752
3,West,Female,White,65,<$40k,Some College,0.154733066
2,West,Male,White,76,$40-$80k,Grad School,0.268422977
3,West,Female,White,46,>$80k,No College,0.154733066
2,West,Female,Hispanic,56,<$40k,Some College,0.508954536
2,Midwest,Male,White,51,$40-$80k,Some College,0.268422977
3,Midwest,Female,White,35,$40-$80k,College Grad,1.19171607
2,Midwest,Male,White,55,$40-$80k,College Grad,0.268422977
1,Midwest,Male,White,55,<$40k,No College,0.268422977
3,Midwest,Female,White,68,$40-$80k,Grad School,0.154733066
2,Midwest,Female,White,60,<$40k,No College,0.154733066
2,Midwest,Female,White,69,<$40k,Some College,0.154733066
5,Northeast,Female,White,70,$40-$80k,College Grad,0.154733066
2,Northeast,Male,White,78,<$40k,No College,0.268422977
5,Northeast,Female,White,86,<$40k,Some College,0.154733066
3,Northeast,Female,White,37,>$80k,Grad School,1.19171607
3,Northeast,Female,White,51,>$80k,Some College,0.154733066
1,Northeast,Female,White,50,<$40k,Some College,0.154733066
5,West,Female,White,47,<$40k,Some College,0.154733066
1,West,Male,White,32,$40-$80k,Some College,1.379636378
3,West,Female,White,78,$40-$80k,Grad School,0.154733066
3,West,Female,Asian,58,>$80k,Grad School,0.508954536
2,West,Female,White,70,$40-$80k,College Grad,0.154733066
3,West,Male,White,54,$40-$80k,No College,0.268422977
2,West,Female,White,75,<$40k,Some College,0.154733066
5,West,Female,Other,73,$40-$80k,College Grad,0.508954536
3,West,Male,White,38,$40-$80k,Some College,1.379636378
2,West,Male,White,79,MISSING,MISSING,0.268422977
2,West,Female,White,63,$40-$80k,Some College,0.154733066
4,West,Female,White,85,<$40k,College Grad,0.154733066
1,South,Female,White,86,>$80k,Some College,0.154733066
2,South,Male,White,56,>$80k,College Grad,0.268422977
2,South,Female,White,68,$40-$80k,Some College,0.154733066
2,South,Male,White,34,>$80k,Some College,1.379636378
2,South,Female,White,54,$40-$80k,Some College,0.154733066
2,Midwest,Female,White,57,$40-$80k,Grad School,0.154733066
2,Midwest,Male,White,70,>$80k,College Grad,0.268422977
2,Midwest,Male,Asian,36,<$40k,Grad School,1.993899145
2,Midwest,Female,White,56,>$80k,College Grad,0.154733066
3,Midwest,Female,White,36,$40-$80k,No College,1.19171607
2,Midwest,Female,White,80,<$40k,No College,0.154733066
2,Midwest,Male,White,45,$40-$80k,Grad School,0.268422977
3,Midwest,Female,White,67,MISSING,No College,0.154733066
2,Midwest,Male,White,71,<$40k,College Grad,0.268422977
1,Midwest,Female,Other,57,<$40k,Some College,0.508954536
2,Midwest,Female,White,79,<$40k,Some College,0.154733066
1,Midwest,Male,White,60,$40-$80k,College Grad,0.268422977
3,Midwest,Female,White,84,<$40k,No College,0.154733066
2,Midwest,Male,White,56,>$80k,College Grad,0.268422977
2,Midwest,Female,White,62,>$80k,College Grad,0.154733066
3,Midwest,Female,White,50,>$80k,Some College,0.154733066
5,Northeast,Male,White,48,>$80k,College Grad,0.268422977
2,Northeast,Male,White,47,$40-$80k,Some College,0.268422977
1,Northeast,Male,White,83,<$40k,No College,0.268422977
2,Northeast,Female,White,63,$40-$80k,No College,0.154733066
3,Northeast,Female,White,62,<$40k,No College,0.154733066
1,Northeast,Male,White,84,$40-$80k,Some College,0.268422977
2,Northeast,Female,White,55,>$80k,Grad School,0.154733066
2,Northeast,Female,White,62,<$40k,Some College,0.154733066
3,Midwest,Male,White,45,<$40k,College Grad,0.268422977
3,Midwest,Female,White,44,$40-$80k,No College,0.154733066
2,Midwest,Male,White,22,<$40k,Grad School,1.379636378
1,Midwest,Male,White,58,<$40k,Some College,0.268422977
2,Midwest,Female,White,45,>$80k,Some College,0.154733066
2,Midwest,Male,White,32,$40-$80k,College Grad,1.379636378
2,Midwest,Female,White,50,$40-$80k,Some College,0.154733066
3,Midwest,Male,White,31,$40-$80k,Some College,1.379636378
3,Midwest,Female,White,51,$40-$80k,Some College,0.154733066
3,Midwest,Female,White,60,<$40k,No College,0.154733066
2,Midwest,Male,White,62,$40-$80k,Grad School,0.268422977
2,Midwest,Female,White,56,>$80k,Grad School,0.154733066
4,Midwest,Female,White,72,<$40k,Some College,0.154733066
1,Northeast,Male,White,84,$40-$80k,College Grad,0.268422977
3,Northeast,Female,White,77,>$80k,No College,0.154733066
2,Northeast,Male,White,65,<$40k,Some College,0.268422977
3,Northeast,Female,Black,58,<$40k,No College,0.508954536
2,Northeast,Male,White,47,>$80k,No College,0.268422977
2,Northeast,Female,White,83,<$40k,College Grad,0.154733066
2,Northeast,Female,White,73,$40-$80k,Grad School,0.154733066
3,Northeast,Male,White,73,<$40k,College Grad,0.268422977
2,Northeast,Female,White,44,$40-$80k,No College,0.154733066
2,Northeast,Female,White,82,<$40k,No College,0.154733066
2,Northeast,Female,White,41,<$40k,Some College,1.19171607
2,Northeast,Male,White,66,$40-$80k,College Grad,0.268422977
2,Northeast,Male,White,83,<$40k,Some College,0.268422977
2,Northeast,Female,White,50,$40-$80k,No College,0.154733066
2,West,Female,White,76,$40-$80k,Some College,0.154733066
2,West,Female,White,65,>$80k,Some College,0.154733066
2,West,Female,Hispanic,65,<$40k,Some College,0.508954536
5,West,Female,White,80,<$40k,Grad School,0.154733066
2,West,Female,White,45,>$80k,College Grad,0.154733066
5,West,Female,White,72,$40-$80k,Some College,0.154733066
2,West,Female,White,79,$40-$80k,Some College,0.154733066
3,West,Female,White,50,<$40k,Some College,0.154733066
2,West,Female,White,68,<$40k,No College,0.154733066
2,West,Male,White,87,<$40k,Some College,0.268422977
5,West,Male,White,61,>$80k,College Grad,0.268422977
3,West,Male,White,77,$40-$80k,Some College,0.268422977
2,West,Female,White,70,<$40k,No College,0.154733066
2,West,Female,White,74,$40-$80k,College Grad,0.154733066
1,West,Male,White,63,<$40k,Some College,0.268422977
5,West,Female,White,86,>$80k,Grad School,0.154733066
2,West,Female,White,82,$40-$80k,Grad School,0.154733066
2,West,Male,White,48,$40-$80k,Some College,0.268422977
2,West,Female,White,77,>$80k,College Grad,0.154733066
4,West,Female,White,60,<$40k,No College,0.154733066
2,South,Female,White,76,>$80k,Some College,0.154733066
2,South,Male,White,28,<$40k,No College,1.379636378
2,South,Female,White,51,$40-$80k,Grad School,0.154733066
3,South,Female,White,65,$40-$80k,Grad School,0.154733066
1,South,Female,White,49,>$80k,No College,0.154733066
1,South,Male,White,69,>$80k,Grad School,0.268422977
1,South,Female,White,40,>$80k,College Grad,1.19171607
3,South,Female,White,83,$40-$80k,No College,0.154733066
2,South,Male,White,35,$40-$80k,Some College,1.379636378
2,South,Female,White,66,MISSING,Grad School,0.154733066
3,South,Male,White,76,<$40k,No College,0.268422977
2,South,Male,White,32,$40-$80k,Some College,1.379636378
2,South,Female,White,57,$40-$80k,Some College,0.154733066
2,South,Female,White,66,$40-$80k,No College,0.154733066
3,South,Male,Hispanic,63,$40-$80k,Some College,0.604890752
3,West,Female,White,52,$40-$80k,No College,0.154733066
3,West,Female,White,63,>$80k,Grad School,0.154733066
1,West,Male,White,60,<$40k,No College,0.268422977
2,West,Female,Other,21,<$40k,Some College,1.212827831
3,West,Female,White,80,<$40k,Some College,0.154733066
2,West,Female,White,45,$40-$80k,Grad School,0.154733066
2,West,Male,White,54,<$40k,No College,0.268422977
2,West,Male,White,46,$40-$80k,No College,0.268422977
5,West,Male,Hispanic,34,$40-$80k,No College,1.993899145
2,West,Female,White,31,>$80k,Some College,1.19171607
3,South,Female,White,75,<$40k,No College,0.154733066
1,South,Female,White,79,MISSING,Grad School,0.154733066
2,South,Female,Black,80,$40-$80k,Some College,0.508954536
3,South,Female,White,66,MISSING,Some College,0.154733066
2,South,Female,White,80,$40-$80k,Some College,0.154733066
1,South,Male,White,62,>$80k,No College,0.268422977
3,South,Male,White,46,>$80k,College Grad,0.268422977
2,South,Male,White,81,<$40k,No College,0.268422977
5,West,Female,Asian,62,<$40k,Grad School,0.508954536
2,Midwest,Female,White,45,MISSING,College Grad,0.154733066
2,Midwest,Female,White,52,>$80k,College Grad,0.154733066
2,Midwest,Female,White,70,<$40k,Some College,0.154733066
1,Midwest,Male,White,77,<$40k,Some College,0.268422977
3,Midwest,Female,White,51,<$40k,Some College,0.154733066
2,Midwest,Female,White,86,<$40k,Some College,0.154733066
2,Midwest,Female,White,70,$40-$80k,Grad School,0.154733066
2,Northeast,Female,White,19,>$80k,Some College,1.19171607
2,Northeast,Female,White,62,$40-$80k,Grad School,0.154733066
5,Northeast,Female,White,53,$40-$80k,Some College,0.154733066
4,Northeast,Female,White,23,<$40k,Some College,1.19171607
2,Northeast,Female,White,31,>$80k,Some College,1.19171607
2,Northeast,Female,White,29,<$40k,Some College,1.19171607
3,Northeast,Female,White,60,MISSING,MISSING,0.154733066
3,Northeast,Male,Other,49,<$40k,No College,0.604890752
2,Northeast,Female,White,48,<$40k,Some College,0.154733066
3,Northeast,Female,Other,76,<$40k,Some College,0.508954536
2,Northeast,Female,White,58,>$80k,Grad School,0.154733066
2,Northeast,Female,White,48,$40-$80k,No College,0.154733066
1,Northeast,Male,White,22,<$40k,Some College,1.379636378
2,South,Male,White,62,>$80k,College Grad,0.268422977
2,Midwest,Female,White,86,$40-$80k,No College,0.154733066
2,Midwest,Female,White,52,<$40k,No College,0.154733066
5,Midwest,Female,White,74,<$40k,Some College,0.154733066
2,Midwest,Male,White,37,>$80k,Grad School,1.379636378
3,Midwest,Female,White,70,$40-$80k,No College,0.154733066
2,Midwest,Female,White,31,>$80k,Grad School,1.19171607
2,Midwest,Female,White,81,<$40k,Some College,0.154733066
3,Midwest,Female,White,73,<$40k,No College,0.154733066
3,Midwest,Female,White,70,>$80k,College Grad,0.154733066
3,Midwest,Female,White,53,<$40k,No College,0.154733066
3,Midwest,Female,White,68,<$40k,No College,0.154733066
2,Midwest,Male,White,75,<$40k,No College,0.268422977
5,Midwest,Female,White,70,<$40k,No College,0.154733066
1,Midwest,Female,White,70,<$40k,College Grad,0.154733066
3,Midwest,Female,White,75,<$40k,No College,0.154733066
1,Midwest,Male,White,37,$40-$80k,Grad School,1.379636378
2,Midwest,Male,White,73,<$40k,No College,0.268422977
2,Midwest,Female,Black,44,$40-$80k,No College,0.508954536
3,Midwest,Male,White,83,$40-$80k,College Grad,0.268422977
1,Midwest,Male,Other,57,<$40k,Some College,0.604890752
2,Midwest,Male,White,72,$40-$80k,College Grad,0.268422977
2,Midwest,Female,White,56,<$40k,No College,0.154733066
2,Midwest,Female,White,47,>$80k,Some College,0.154733066
2,West,Male,White,64,$40-$80k,College Grad,0.268422977
5,West,Male,White,75,<$40k,No College,0.268422977
1,West,Male,Other,59,<$40k,College Grad,0.604890752
1,West,Male,Hispanic,37,<$40k,College Grad,1.993899145
2,West,Female,Hispanic,43,<$40k,No College,1.212827831
2,West,Male,White,70,<$40k,Grad School,0.268422977
2,West,Female,White,52,$40-$80k,Some College,0.154733066
2,West,Male,White,42,$40-$80k,College Grad,1.379636378
2,South,Male,Black,55,>$80k,Grad School,0.604890752
2,South,Male,White,50,$40-$80k,Some College,0.268422977
2,South,Female,White,76,<$40k,Grad School,0.154733066
2,Northeast,Female,White,58,<$40k,College Grad,0.154733066
2,Northeast,Female,White,63,$40-$80k,Grad School,0.154733066
3,Northeast,Female,White,77,<$40k,Some College,0.154733066
2,Northeast,Female,White,79,$40-$80k,No College,0.154733066
3,Northeast,Female,White,68,>$80k,Grad School,0.154733066
2,Northeast,Female,White,74,$40-$80k,Grad School,0.154733066
2,Northeast,Male,White,63,>$80k,College Grad,0.268422977
5,Northeast,Female,White,90,$40-$80k,Grad School,0.154733066
3,Northeast,Female,White,76,<$40k,No College,0.154733066
2,Northeast,Male,White,57,>$80k,Some College,0.268422977
4,Northeast,Female,White,55,<$40k,Some College,0.154733066
2,Northeast,Female,White,37,<$40k,No College,1.19171607
3,Northeast,Male,White,65,<$40k,Some College,0.268422977
3,Northeast,Male,White,53,$40-$80k,No College,0.268422977
2,Northeast,Female,White,48,>$80k,Some College,0.154733066
5,Midwest,Male,White,62,>$80k,Some College,0.268422977
2,Midwest,Female,White,75,<$40k,Some College,0.154733066
1,Midwest,Female,White,25,$40-$80k,College Grad,1.19171607
3,Midwest,Female,White,58,$40-$80k,College Grad,0.154733066
5,Midwest,Female,White,51,$40-$80k,College Grad,0.154733066
1,Midwest,Male,White,61,$40-$80k,College Grad,0.268422977
3,South,Female,White,84,MISSING,Some College,0.154733066
2,South,Male,White,57,$40-$80k,Some College,0.268422977
2,South,Female,Black,73,<$40k,College Grad,0.508954536
1,South,Female,Black,18,<$40k,No College,1.212827831
2,South,Female,White,50,<$40k,College Grad,0.154733066
3,South,Male,White,70,<$40k,No College,0.268422977
3,South,Female,White,65,$40-$80k,Grad School,0.154733066
3,South,Female,White,53,<$40k,Some College,0.154733066
4,South,Female,White,62,<$40k,Some College,0.154733066
2,South,Female,White,32,>$80k,Some College,1.19171607
1,West,Male,White,70,$40-$80k,Grad School,0.268422977
2,West,Female,White,77,<$40k,College Grad,0.154733066
2,West,Female,White,80,$40-$80k,Some College,0.154733066
2,West,Male,Black,66,<$40k,Some College,0.604890752
3,West,Female,White,63,<$40k,Some College,0.154733066
2,West,Female,White,54,>$80k,Some College,0.154733066
2,West,Male,White,31,MISSING,Some College,1.379636378
3,Northeast,Male,White,30,<$40k,Some College,1.379636378
3,Northeast,Female,White,48,>$80k,Some College,0.154733066
1,Northeast,Male,White,56,>$80k,Grad School,0.268422977
5,Northeast,Male,White,61,<$40k,Some College,0.268422977
3,Northeast,Male,White,54,<$40k,Some College,0.268422977
2,Northeast,Female,White,52,<$40k,Some College,0.154733066
3,Northeast,Female,Hispanic,30,>$80k,College Grad,1.212827831
2,Northeast,Male,Black,18,$40-$80k,Some College,1.993899145
1,Northeast,Male,White,61,>$80k,College Grad,0.268422977
2,Northeast,Male,White,64,>$80k,College Grad,0.268422977
1,Northeast,Female,White,75,<$40k,Grad School,0.154733066
2,Northeast,Male,Other,45,>$80k,Grad School,0.604890752
5,Northeast,Female,White,80,<$40k,No College,0.154733066
2,Midwest,Female,White,63,<$40k,Grad School,0.154733066
2,South,Female,White,38,<$40k,No College,1.19171607
3,South,Male,White,18,<$40k,Some College,1.379636378
1,South,Male,Hispanic,65,<$40k,Some College,0.604890752
2,South,Female,White,69,<$40k,Some College,0.154733066
1,South,Female,White,55,<$40k,No College,0.154733066
2,South,Female,White,72,MISSING,College Grad,0.154733066
5,South,Female,White,56,<$40k,No College,0.154733066
2,South,Male,White,53,$40-$80k,No College,0.268422977
2,Northeast,Female,White,62,<$40k,Some College,0.154733066
1,Northeast,Female,White,57,$40-$80k,Grad School,0.154733066
5,Northeast,Female,White,76,$40-$80k,Grad School,0.154733066
2,Northeast,Female,White,61,<$40k,College Grad,0.154733066
2,Northeast,Female,White,82,$40-$80k,Grad School,0.154733066
2,Northeast,Male,White,48,<$40k,No College,0.268422977
2,Northeast,Male,White,49,>$80k,Some College,0.268422977
2,Northeast,Female,White,45,$40-$80k,College Grad,0.154733066
2,Northeast,Male,White,72,<$40k,College Grad,0.268422977
3,Northeast,Female,White,70,$40-$80k,Grad School,0.154733066
2,Midwest,Female,White,55,$40-$80k,College Grad,0.154733066
2,Midwest,Female,White,60,>$80k,Some College,0.154733066
4,Midwest,Female,White,89,<$40k,No College,0.154733066
3,Midwest,Female,White,71,<$40k,Grad School,0.154733066
2,Midwest,Female,Black,32,$40-$80k,Some College,1.212827831
3,Midwest,Female,White,85,<$40k,No College,0.154733066
1,Northeast,Female,White,67,$40-$80k,Grad School,0.154733066
3,Northeast,Female,White,71,$40-$80k,Some College,0.154733066
2,Northeast,Female,White,43,>$80k,College Grad,1.19171607
5,Northeast,Female,White,68,$40-$80k,Grad School,0.154733066
2,Northeast,Male,White,65,>$80k,Some College,0.268422977
1,Northeast,Female,White,88,$40-$80k,No College,0.154733066
5,Northeast,Female,White,67,<$40k,No College,0.154733066
2,Northeast,Female,White,66,>$80k,Some College,0.154733066
3,Northeast,Male,Black,56,$40-$80k,No College,0.604890752
3,Northeast,Male,White,73,<$40k,Some College,0.268422977
1,Northeast,Male,White,63,>$80k,Grad School,0.268422977
2,Northeast,Female,White,40,$40-$80k,Some College,1.19171607
1,Northeast,Female,White,45,>$80k,Some College,0.154733066
1,Northeast,Female,White,27,>$80k,Grad School,1.19171607
3,Northeast,Male,White,85,<$40k,No College,0.268422977
2,Northeast,Female,White,64,MISSING,No College,0.154733066
2,Northeast,Female,White,67,>$80k,Grad School,0.154733066
2,Northeast,Female,White,57,$40-$80k,Grad School,0.154733066
2,Northeast,Female,White,83,<$40k,Some College,0.154733066
2,Northeast,Female,White,72,$40-$80k,Grad School,0.154733066
2,Northeast,Male,White,63,$40-$80k,Some College,0.268422977
1,Northeast,Female,White,61,MISSING,Grad School,0.154733066
2,Northeast,Female,White,51,<$40k,Some College,0.154733066
1,Midwest,Female,White,29,>$80k,Grad School,1.19171607
3,Midwest,Female,White,71,$40-$80k,Some College,0.154733066
2,Midwest,Male,White,40,<$40k,College Grad,1.379636378
1,Midwest,Male,White,79,MISSING,Some College,0.268422977
1,Midwest,Male,Black,19,>$80k,Some College,1.993899145
3,Midwest,Female,White,84,<$40k,No College,0.154733066
3,Midwest,Female,Other,36,$40-$80k,Some College,1.212827831
2,Midwest,Female,White,48,<$40k,Grad School,0.154733066
1,Midwest,Male,White,47,>$80k,College Grad,0.268422977
2,Midwest,Female,Black,59,<$40k,No College,0.508954536
5,Midwest,Female,White,25,<$40k,Some College,1.19171607
2,Midwest,Female,White,45,>$80k,Grad School,0.154733066
1,Midwest,Male,White,80,$40-$80k,Some College,0.268422977
2,Midwest,Female,Hispanic,50,MISSING,College Grad,0.508954536
2,South,Male,Other,44,>$80k,Some College,0.604890752
2,South,Male,White,86,<$40k,No College,0.268422977
