"apc","p2sample","vietnam","phase1wt","phase2wt","finalwt","p1apcsize","p2apcsize"
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
Yes,0,-9,5,-9,-9,755,67
No,1,1,5,11.166666667,55.833333333,804,72
No,1,1,5,11.166666667,55.833333333,804,72
No,1,1,5,11.166666667,55.833333333,804,72
No,1,1,5,11.166666667,55.833333333,804,72
No,1,1,5,11.166666667,55.833333333,804,72
No,1,1,5,11.166666667,55.833333333,804,72
No,1,1,5,11.166666667,55.833333333,804,72
No,1,1,5,11.166666667,55.833333333,804,72
No,1,1,5,11.166666667,55.833333333,804,72
No,1,1,5,11.166666667,55.833333333,804,72
No,1,1,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,1,0,5,11.166666667,55.833333333,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
