stratum,psu,inctot,age,sex,race,hispanic,marstat,ownershg,yrsusa,school,educrec,labforce,classwk,vetstat
1,3,3305,79,2,1,0,4,1,0,1,3,1,0,1
1,3,2635,71,2,1,0,4,1,0,1,2,1,0,1
1,3,2710,68,2,2,0,4,2,0,1,2,1,0,1
1,3,1850,74,2,2,0,4,1,0,1,3,1,22,1
1,3,1455,66,2,1,0,1,2,0,1,2,1,0,1
1,3,605,69,2,2,0,4,2,0,1,7,1,0,1
1,3,7510,80,2,1,0,5,1,0,1,7,1,0,1
1,3,3005,84,2,1,0,5,1,0,1,7,1,0,1
1,3,1590,80,2,1,0,1,1,0,1,3,1,0,1
1,3,3990,67,2,1,0,1,1,0,1,9,1,0,1
1,3,0,68,2,1,0,1,2,0,1,5,1,0,1
1,3,2445,79,2,1,0,4,2,0,1,3,1,0,1
1,3,525,67,2,1,0,1,1,0,1,6,1,0,1
1,3,1710,77,2,1,0,1,1,0,1,3,1,0,1
1,3,1605,71,2,1,0,1,1,0,1,3,1,0,1
1,3,1270,73,2,1,0,1,1,0,1,3,1,0,1
1,3,1505,76,2,1,0,4,0,0,1,3,1,0,1
1,3,3625,66,2,1,0,4,2,0,1,7,1,22,1
1,3,1880,90,2,1,0,5,1,0,1,3,1,0,1
1,3,1255,71,2,1,0,1,1,0,1,6,1,0,1
1,3,1540,70,2,2,0,5,2,0,1,3,1,0,1
1,3,1825,74,2,2,0,1,1,0,1,2,1,0,1
1,3,5510,68,2,2,0,4,2,0,1,3,1,0,1
1,3,5700,73,2,2,0,4,1,0,1,8,1,0,1
1,3,3490,71,2,1,0,4,2,0,1,7,1,0,1
1,3,785,77,2,2,0,2,2,0,1,6,1,0,1
1,3,0,77,2,1,0,4,0,0,1,3,1,0,1
1,3,2735,88,2,1,0,4,1,0,1,7,1,0,1
1,3,4405,70,2,1,0,4,1,0,1,7,1,0,1
1,3,0,65,2,1,0,1,1,0,1,3,1,0,1
1,3,1135,71,2,1,0,1,1,0,1,2,1,0,1
1,3,6800,65,2,1,0,4,1,0,1,7,1,22,1
1,3,1165,67,2,1,0,1,1,0,1,6,1,0,1
1,3,4090,67,2,2,0,4,1,0,1,5,1,22,1
1,3,4920,65,2,1,0,4,1,0,1,6,2,22,1
1,3,3355,72,2,1,0,1,1,0,1,3,1,0,1
1,3,3710,72,2,1,0,4,1,0,1,6,1,0,1
1,3,4610,67,2,2,0,1,1,0,1,2,2,22,1
1,3,5450,71,2,1,0,4,2,0,1,7,1,22,1
1,3,1905,80,2,2,0,4,1,0,1,3,1,0,1
1,3,2630,68,2,1,0,1,1,0,1,5,1,0,1
1,3,5390,71,2,1,0,4,0,0,1,5,1,22,1
1,3,3055,67,2,2,0,4,2,0,1,3,1,0,1
1,3,1405,90,2,2,0,4,1,0,1,3,1,0,1
1,3,6860,80,2,1,0,1,1,0,1,8,1,0,1
1,3,5315,82,2,1,0,4,2,0,1,3,1,0,1
1,3,3605,83,2,1,0,4,1,0,1,5,1,0,1
1,3,1555,69,2,1,0,5,0,0,1,3,1,0,1
1,3,0,84,2,1,0,1,1,0,1,5,1,0,1
1,3,1685,71,2,2,0,4,1,0,1,3,1,0,1
1,3,1775,79,2,1,0,4,1,0,1,3,1,0,1
1,3,2155,81,2,2,0,4,1,0,1,3,1,0,1
1,3,4710,70,2,1,0,4,2,0,1,5,1,0,1
1,3,1810,73,2,2,0,2,1,0,1,1,1,0,1
1,3,1895,71,2,2,0,3,1,0,1,2,1,0,1
1,3,3205,65,2,1,0,5,0,0,1,9,2,22,1
1,3,1855,73,2,2,0,4,2,0,1,3,1,0,1
1,3,2495,75,2,2,0,2,2,0,1,2,1,0,1
1,3,8615,69,2,1,0,1,1,0,1,8,2,28,1
1,3,1175,67,2,1,0,1,1,0,1,3,1,0,1
1,3,1305,67,2,1,0,1,1,0,1,6,1,22,1
1,3,1255,81,2,1,0,1,1,0,1,8,1,0,1
1,3,8015,73,2,1,0,4,2,0,1,8,1,0,1
1,3,1455,78,2,2,0,1,1,0,1,3,1,0,1
1,3,1805,81,2,1,0,4,0,0,1,3,1,0,1
1,3,1525,67,2,1,0,1,1,0,1,5,1,0,1
1,3,1775,80,2,1,0,4,1,0,1,3,1,0,1
1,3,1965,70,2,1,0,1,1,0,1,3,1,0,1
1,3,5230,78,2,1,0,3,2,0,1,5,1,0,1
1,3,0,79,2,1,0,1,1,0,1,2,1,0,1
1,3,1705,67,2,1,0,1,2,0,1,8,1,0,1
1,3,3270,76,2,1,0,1,1,0,1,8,1,0,1
1,3,1275,70,2,1,0,1,2,0,1,3,1,0,1
1,3,1835,68,2,1,0,1,1,0,1,7,1,0,2
1,3,1505,78,2,1,0,4,1,0,1,3,1,0,1
1,3,1505,90,2,1,0,4,1,0,1,3,1,0,1
1,3,1340,70,2,1,0,1,1,0,1,3,1,0,1
1,3,2730,71,2,1,0,4,2,0,1,3,1,0,1
1,3,1565,68,2,1,0,1,1,0,1,3,1,0,1
1,4,2510,17,1,1,0,5,1,0,2,5,2,22,1
1,4,1005,23,1,1,0,5,1,0,2,8,1,22,1
1,4,9505,21,1,1,0,5,1,0,1,7,2,22,1
1,4,185,17,1,2,0,5,2,0,1,5,1,22,1
1,4,7005,20,1,1,0,5,2,0,1,7,2,22,1
1,4,4120,20,1,1,0,5,0,0,2,8,2,22,1
1,4,1205,18,1,2,0,5,0,0,2,8,1,28,1
1,4,565,17,1,2,0,5,2,0,2,4,2,22,1
1,4,1705,19,1,2,0,5,1,0,1,5,1,22,1
1,4,0,19,1,2,0,5,2,0,2,8,1,0,1
1,4,2505,20,1,1,0,5,1,0,1,7,2,22,1
1,4,605,22,1,1,0,5,2,0,2,9,2,27,1
1,4,2110,23,1,1,0,5,0,0,2,8,1,22,1
1,4,1960,16,1,1,0,5,1,0,2,4,1,29,1
1,4,16805,22,1,1,0,1,1,0,1,7,2,22,1
1,4,5005,19,1,1,0,1,2,0,1,7,2,22,1
1,4,435,17,1,1,0,5,1,0,2,5,1,22,1
1,4,0,17,1,2,0,5,1,0,2,5,1,0,1
1,4,30005,24,1,1,0,1,1,0,1,7,2,22,1
1,4,9885,22,1,2,0,5,2,0,1,8,2,22,2
1,4,3305,22,1,1,0,5,2,0,1,8,2,22,1
1,4,3205,19,1,1,0,1,2,0,1,7,2,22,1
1,4,10005,19,1,2,0,5,1,0,1,7,2,22,1
1,4,10225,23,1,1,0,1,2,0,1,5,2,22,1
1,4,0,15,1,1,0,5,1,0,2,3,0,0,0
1,4,0,15,1,1,0,5,1,0,2,3,0,0,0
1,4,6125,20,1,1,0,5,2,0,1,4,2,22,1
1,4,0,15,1,2,0,5,2,0,2,3,0,0,0
1,4,505,21,1,2,0,5,2,0,1,4,1,22,1
1,4,2775,20,1,1,0,5,1,0,1,7,2,22,1
1,4,2005,15,1,1,0,5,1,0,2,3,0,0,0
1,4,8795,21,1,1,0,5,1,0,1,3,2,22,1
1,4,3020,22,1,1,0,1,1,0,1,7,2,22,1
1,4,1610,15,1,2,0,5,1,0,2,4,0,0,0
1,4,1805,17,1,1,0,5,1,0,1,7,2,22,1
1,4,5505,18,1,1,0,5,1,0,1,7,2,27,1
1,4,605,20,1,2,0,5,1,0,1,3,2,22,1
1,4,14005,22,1,1,0,1,2,0,1,7,2,22,1
1,4,2660,24,1,1,0,1,1,0,1,8,2,13,1
1,4,0,20,1,2,0,5,1,0,1,7,2,22,1
1,4,955,16,1,2,0,5,2,0,2,3,1,0,1
1,4,3065,19,1,2,0,3,0,0,2,5,1,22,1
1,4,6505,20,1,1,0,5,2,0,1,4,2,22,1
1,4,0,18,1,2,0,5,1,0,2,6,1,0,1
1,4,0,15,1,2,0,5,2,0,2,3,0,0,0
1,4,2355,23,1,1,0,1,2,0,1,6,2,22,2
1,4,13830,21,1,1,0,1,1,0,1,7,2,22,1
1,4,7105,19,1,1,0,5,1,0,1,7,2,22,1
1,4,4165,19,1,1,0,5,2,0,2,7,2,22,1
1,4,-1360,24,1,1,0,5,2,0,1,7,2,13,1
1,4,2495,19,1,1,0,5,1,0,1,1,1,0,1
1,4,-1865,22,1,1,0,5,2,0,2,7,2,13,1
1,4,655,15,1,1,0,5,1,0,2,4,0,0,0
1,4,3005,19,1,1,0,5,1,0,1,7,2,22,1
1,4,7165,21,1,1,0,1,2,0,1,3,2,22,1
1,4,3205,20,1,1,0,1,2,0,1,4,2,22,1
1,4,15010,20,1,1,0,1,1,0,1,7,2,22,1
1,4,0,16,1,1,0,5,1,0,2,4,1,0,1
1,4,405,23,1,1,0,5,2,0,2,9,2,22,1
1,4,2705,19,1,1,0,5,1,0,1,7,2,22,1
1,4,2405,15,1,2,0,5,0,0,2,3,0,0,0
1,4,9005,22,1,1,0,5,2,0,1,6,1,22,1
1,4,2225,24,1,2,0,5,1,0,1,4,1,0,1
1,4,0,17,1,1,0,5,1,0,2,6,1,0,1
1,4,3005,18,1,5,1,5,1,0,2,6,2,22,1
1,4,605,16,1,2,0,5,2,0,1,3,2,27,1
1,4,815,18,1,2,0,5,1,0,2,6,1,28,1
1,4,2855,16,1,2,0,5,2,0,1,3,1,0,1
1,4,6005,20,1,1,0,5,1,0,1,6,2,22,1
1,4,0,19,1,2,0,5,2,0,2,6,2,22,1
1,4,0,17,1,1,0,5,1,0,2,6,1,0,1
1,4,6005,17,1,2,0,5,1,0,1,4,2,22,1
1,4,1205,15,1,1,0,5,1,0,2,4,0,0,0
1,4,1005,19,1,1,0,5,1,0,2,6,2,22,1
1,4,2490,22,1,1,0,5,1,0,1,7,1,28,1
1,4,965,20,1,1,0,5,1,0,2,8,1,22,1
1,4,4005,17,1,1,0,5,1,0,2,5,2,22,1
1,4,6605,18,1,1,0,5,1,0,1,4,2,22,1
1,4,0,18,1,1,0,5,1,0,2,6,1,0,1
1,4,3465,16,1,1,0,5,1,0,2,4,1,0,1
1,4,0,15,1,1,0,5,2,0,2,4,0,0,0
1,4,2005,17,1,2,0,5,2,0,2,5,2,22,1
1,4,6810,21,1,1,0,5,1,0,1,8,2,22,1
1,4,10005,21,1,2,0,5,1,0,1,5,2,22,1
1,4,0,19,1,2,0,5,2,0,1,4,2,0,1
1,4,4415,21,1,2,0,5,1,0,2,8,2,22,1
1,4,0,17,1,1,0,5,1,0,2,6,1,0,1
1,4,8005,22,1,1,0,2,1,0,1,4,2,22,1
1,4,5005,18,1,1,0,5,1,0,1,6,2,22,1
1,4,0,20,1,2,0,5,1,0,1,7,1,0,1
1,4,3005,24,1,2,0,5,1,0,1,7,2,22,2
1,4,4965,22,1,2,0,5,1,0,1,7,2,22,1
1,4,525,16,1,2,0,5,1,0,2,5,2,28,1
1,4,705,17,1,1,0,5,1,0,2,5,1,22,1
1,4,3255,19,1,1,0,5,1,0,1,7,2,22,1
1,4,3505,22,1,1,0,1,2,0,1,7,2,22,1
1,4,605,21,1,2,0,5,0,0,1,6,2,25,0
1,4,7935,20,1,1,0,5,1,0,1,6,2,22,1
1,4,305,21,1,1,0,5,0,0,2,8,1,27,1
1,4,9605,20,1,1,0,5,1,0,1,7,2,22,1
1,4,0,17,1,2,0,5,1,0,2,5,1,0,1
1,4,955,16,1,1,0,5,1,0,2,5,1,22,1
1,4,8005,20,1,2,0,5,1,0,1,7,2,22,1
1,4,5005,20,1,1,0,5,1,0,2,8,2,22,1
1,4,525,19,1,2,0,5,2,0,1,2,2,22,1
1,4,6505,20,1,1,0,5,0,0,1,7,2,25,0
1,4,3795,23,1,3,0,5,1,0,1,7,2,13,1
1,4,2005,19,1,2,0,5,0,0,2,7,1,22,1
1,4,0,16,1,2,0,5,1,0,2,4,1,0,1
1,4,2205,19,1,1,0,5,0,0,2,7,2,22,1
1,4,2765,21,1,1,0,5,1,0,2,8,1,22,1
1,4,0,15,1,1,0,5,2,0,2,4,0,0,0
1,4,5005,23,1,1,0,3,1,0,1,3,2,22,1
1,4,4405,20,1,1,0,5,1,0,1,7,2,22,1
1,4,3005,21,1,1,0,5,0,0,2,8,1,22,1
1,4,405,17,1,1,0,5,2,0,2,5,1,22,1
1,4,1805,19,1,1,0,5,1,0,1,5,2,22,1
1,4,6505,22,1,1,0,1,2,0,1,9,2,25,0
1,4,10505,23,1,1,0,5,1,0,1,9,2,22,1
1,4,13005,25,1,1,0,1,2,0,1,8,2,22,1
1,4,9765,26,1,1,0,1,2,0,1,8,2,22,2
1,4,11505,34,1,1,0,3,2,0,1,8,2,22,2
1,4,11005,34,1,2,0,1,1,0,1,5,2,22,1
1,4,26010,33,1,1,0,1,1,0,1,5,2,22,1
1,4,8005,29,1,1,0,3,2,0,1,8,2,22,1
1,4,16095,27,1,1,0,1,1,0,1,9,2,27,1
1,4,10005,25,1,1,0,1,1,0,1,3,2,22,1
1,4,28005,31,1,1,0,1,2,0,1,9,2,22,2
1,4,10605,32,1,1,0,1,1,0,1,7,2,22,1
1,4,0,29,1,2,0,5,1,0,1,6,2,22,1
1,4,11465,34,1,1,0,1,1,0,1,7,2,14,1
1,4,5005,29,1,1,0,1,1,0,1,7,2,22,1
1,4,14475,26,1,1,0,1,1,0,1,8,2,22,1
1,4,17005,28,1,1,0,1,1,0,2,8,2,22,2
1,4,11005,30,1,2,0,1,1,0,1,7,2,22,2
1,4,7075,25,1,1,0,1,2,0,2,8,2,25,0
1,4,18005,29,1,1,0,1,1,0,1,9,2,25,2
1,4,9285,33,1,1,0,3,1,0,1,7,2,22,1
1,4,20200,28,1,2,0,1,1,0,2,9,2,22,1
1,4,6520,28,1,1,0,3,1,0,1,7,2,22,1
1,4,9205,27,1,1,0,5,2,0,1,7,2,22,1
1,4,12505,26,1,2,0,1,1,0,1,7,2,25,2
1,4,7855,29,1,2,0,1,2,0,1,7,2,28,2
1,4,15005,29,1,1,0,1,2,0,1,8,2,13,1
1,4,7005,33,1,1,0,1,2,0,1,7,2,22,1
1,4,22555,31,1,1,1,1,1,0,1,7,2,22,2
1,4,15005,30,1,1,0,3,2,0,1,8,2,22,2
1,4,21225,26,1,1,1,1,1,0,1,7,2,25,1
1,4,14505,25,1,1,0,1,2,0,1,7,2,28,1
1,4,9005,31,1,1,0,1,2,0,1,7,2,28,1
1,4,10205,25,1,2,0,1,2,0,1,8,2,22,1
1,4,15005,29,1,1,0,1,1,0,1,7,2,28,1
1,4,2085,25,1,1,0,5,1,0,1,6,2,22,1
1,4,20005,26,1,1,0,1,1,0,1,8,2,22,1
1,4,10005,31,1,1,0,1,1,0,1,7,2,22,2
1,4,9970,30,1,1,0,1,2,0,1,9,2,22,1
1,4,12005,33,1,1,0,1,2,0,1,9,2,27,2
1,4,4010,34,1,1,0,1,2,0,1,9,2,13,1
1,4,11005,31,1,1,0,1,1,0,1,7,2,22,1
1,4,10005,32,1,2,0,1,1,0,1,3,2,22,1
1,4,7005,25,1,2,0,1,2,0,1,7,2,22,1
1,4,10700,26,1,1,0,1,1,0,2,9,2,22,1
1,4,11905,33,1,1,0,1,2,0,1,8,2,22,2
1,4,9485,27,1,1,0,1,2,0,1,4,2,22,1
1,4,13005,29,1,1,0,1,1,0,1,5,2,22,2
1,4,13005,29,1,1,0,1,2,0,1,5,2,22,2
1,4,15800,25,1,1,0,1,1,0,1,7,2,22,1
1,4,10005,29,1,1,0,1,1,0,1,7,2,22,1
1,4,9805,26,1,2,0,1,1,0,1,7,2,22,1
1,4,26210,29,1,1,0,3,2,0,1,8,2,22,2
1,4,30685,26,1,1,0,1,1,0,1,7,2,22,1
1,4,9005,29,1,1,0,4,2,0,1,8,1,0,2
1,4,18285,31,1,1,0,1,1,0,1,7,2,22,1
1,4,22005,26,1,2,0,5,1,0,2,6,2,22,1
1,4,14005,31,1,2,0,1,2,0,1,6,2,22,1
1,4,15005,32,1,1,0,1,2,0,1,8,2,22,1
1,4,15005,33,1,1,0,1,1,0,1,9,2,27,2
1,4,19410,31,1,2,0,1,1,0,1,6,2,22,1
1,4,18505,28,1,1,0,1,2,0,1,7,2,22,1
1,4,3645,34,1,2,0,2,2,0,1,8,2,22,2
1,4,8590,26,1,1,0,3,2,0,2,8,2,22,2
1,4,10005,31,1,1,0,2,2,0,1,4,2,22,2
1,4,22230,28,1,1,0,1,1,0,1,9,2,22,1
1,4,10805,30,1,1,0,1,1,0,1,3,2,13,1
1,4,7805,31,1,1,0,1,2,0,1,7,2,27,2
1,4,7505,26,1,1,0,1,1,0,1,7,2,22,1
1,4,9505,31,1,1,0,1,2,0,1,7,2,22,1
1,4,6405,25,1,1,0,2,2,0,1,5,2,22,1
1,4,7705,32,1,1,0,1,2,0,1,8,2,22,1
1,4,10790,26,1,1,0,1,1,0,1,5,2,22,1
1,4,9210,31,1,1,0,5,1,0,1,8,2,22,1
1,4,9605,25,1,1,1,1,2,0,1,7,2,22,1
1,4,11005,25,1,1,0,1,2,0,1,7,2,25,0
1,4,16005,34,1,2,0,5,1,0,1,7,2,28,2
1,4,10005,33,1,2,0,1,2,0,1,3,2,28,1
1,4,4805,33,1,2,0,3,2,0,1,8,1,0,2
1,4,12255,25,1,1,0,1,1,0,1,4,2,22,1
1,4,2955,33,1,1,0,1,2,0,1,5,1,22,1
1,4,13005,29,1,1,0,5,2,0,1,7,2,22,1
1,4,14005,32,1,2,0,1,1,0,1,7,2,22,2
1,4,9005,25,1,1,0,1,1,0,1,7,2,22,1
1,4,10060,27,1,1,0,1,1,0,1,7,2,22,1
1,4,9805,31,1,1,0,1,1,0,2,8,2,13,2
1,4,10205,29,1,2,0,2,2,0,1,8,1,22,2
1,4,855,34,1,2,0,5,1,0,1,1,1,0,2
1,4,7715,25,1,1,0,1,2,0,1,7,2,28,1
1,4,18005,29,1,1,0,1,1,0,1,7,2,22,1
1,4,0,31,1,2,0,3,1,0,1,7,2,22,2
1,4,0,27,1,2,0,5,1,0,1,7,1,0,1
1,4,16695,33,1,1,0,1,1,0,1,7,2,22,2
1,4,10355,32,1,2,0,1,1,0,1,7,2,28,2
1,4,10580,34,1,1,0,1,1,0,1,7,2,22,1
1,4,12105,32,1,1,0,1,2,0,1,8,2,22,1
1,4,17010,28,1,1,0,5,1,0,1,7,2,22,1
1,4,5605,27,1,1,0,1,2,0,1,3,2,22,1
1,4,10005,31,1,2,0,1,1,0,1,7,2,25,2
1,4,13775,29,1,1,0,1,1,0,1,7,2,22,2
1,4,10500,29,1,2,0,1,2,0,2,8,2,28,2
1,4,440,26,1,2,0,5,2,0,1,5,1,22,1
1,4,22010,30,1,1,0,1,2,0,1,8,2,22,1
1,4,20255,30,1,1,0,1,1,0,1,9,2,25,1
1,4,50005,31,1,1,0,1,1,0,1,9,2,14,1
1,4,-6005,34,1,1,0,1,2,0,1,7,1,13,1
1,4,23005,27,1,1,0,5,2,0,2,9,2,22,1
1,4,5605,34,1,1,0,5,0,0,1,4,2,27,1
1,4,505,30,1,1,0,3,1,0,2,9,1,27,1
1,4,17005,33,1,1,0,1,1,0,1,8,2,27,1
1,4,11505,29,1,1,0,1,1,0,1,9,2,22,1
1,4,11150,29,1,1,0,1,1,0,1,7,2,22,2
1,4,35215,31,1,1,0,1,1,0,1,9,2,22,2
1,4,12005,41,1,2,0,1,1,0,1,5,2,22,1
1,4,13625,43,1,1,0,1,1,0,1,7,2,27,1
1,4,3105,35,1,1,0,3,2,0,1,3,2,22,1
1,4,2405,49,1,1,0,1,1,0,1,2,2,22,1
1,4,13005,44,1,1,0,1,1,0,1,7,2,22,2
1,4,9005,45,1,1,0,1,1,0,1,5,2,22,2
1,4,24550,35,1,1,0,1,1,0,1,9,2,27,1
1,4,0,49,1,1,0,1,1,0,1,3,2,22,1
1,4,21685,41,1,1,0,1,1,0,1,3,2,22,1
1,4,14515,43,1,1,0,1,1,0,1,7,2,22,1
1,4,16005,47,1,1,0,1,1,0,1,3,2,22,1
1,4,18010,39,1,1,0,1,1,0,1,7,2,25,2
1,4,14010,42,1,1,0,1,1,0,1,7,2,13,1
1,4,25265,46,1,2,0,1,1,0,1,8,2,25,2
1,4,10005,48,1,1,0,2,2,0,1,7,2,22,1
1,4,15680,39,1,2,0,1,1,0,1,8,2,22,1
1,4,12335,44,1,1,0,1,1,0,1,6,2,22,2
1,4,14005,46,1,2,0,1,1,0,1,5,2,13,1
1,4,15005,43,1,1,0,1,1,0,1,7,2,14,2
1,4,16505,37,1,1,0,1,1,0,2,7,2,25,2
1,4,8845,39,1,1,0,1,1,0,1,2,2,22,1
1,4,15475,38,1,1,0,1,1,0,1,7,2,28,2
1,4,21210,42,1,1,0,1,1,0,1,9,2,28,1
1,4,20360,47,1,1,0,1,2,0,1,9,2,22,1
1,4,8005,40,1,1,0,1,1,0,1,3,2,22,2
1,4,0,43,1,2,0,5,2,0,1,4,1,0,1
1,4,16005,37,1,1,0,1,1,0,1,7,2,22,2
1,4,16980,35,1,1,0,1,2,0,1,8,2,22,1
1,4,23065,41,1,1,0,1,1,0,2,9,2,28,1
1,4,15005,35,1,1,0,2,1,0,1,9,2,13,1
1,4,17005,48,1,1,0,1,1,0,1,4,2,22,1
1,4,31005,39,1,1,0,1,1,0,1,8,2,22,1
1,4,21890,44,1,1,0,1,1,0,1,8,2,22,1
1,4,18005,45,1,1,0,1,1,0,1,7,2,22,1
1,4,55610,39,1,1,0,1,1,0,1,9,2,22,2
1,4,6710,37,1,1,0,1,1,0,1,9,2,22,2
1,4,9005,45,1,1,0,5,1,0,1,9,2,27,2
1,4,45010,46,1,1,0,1,1,0,1,9,2,27,1
1,4,16005,45,1,1,0,3,1,0,1,7,2,22,2
1,4,18005,36,1,2,0,2,2,0,1,7,2,22,1
1,4,18305,46,1,2,0,1,1,0,1,3,2,22,1
1,4,25005,48,1,1,0,1,2,0,1,3,2,22,2
1,4,47515,41,1,1,0,1,1,0,1,9,2,22,2
1,4,15110,36,1,1,0,1,1,0,1,7,2,22,2
1,4,15005,43,1,1,0,1,1,0,1,8,2,22,1
1,4,27005,42,1,1,0,1,1,0,1,7,2,22,1
1,4,24285,36,1,1,0,1,1,0,1,7,2,22,1
1,4,23665,43,1,1,0,1,1,0,1,3,2,22,1
1,4,5005,35,1,1,0,1,1,0,1,5,2,22,1
1,4,30245,40,1,1,0,1,1,0,1,9,2,28,1
1,4,12845,49,1,1,0,1,1,0,1,3,2,22,2
1,4,6005,45,1,3,0,1,2,0,1,7,1,22,2
1,4,15005,45,1,2,0,1,1,0,1,6,2,22,1
1,4,15005,42,1,2,0,1,1,0,1,4,2,22,1
1,4,18155,37,1,1,0,1,2,0,1,9,2,22,1
1,4,15150,39,1,2,0,1,1,0,1,4,2,22,1
1,4,16005,39,1,2,0,1,1,0,1,8,2,22,1
1,4,15010,43,1,1,0,1,1,0,1,7,2,22,1
1,4,13615,36,1,1,0,1,1,0,1,7,1,22,1
1,4,11005,39,1,1,0,1,1,0,1,8,2,22,2
1,4,12005,40,1,1,0,1,2,0,1,7,2,22,2
1,4,11125,37,1,1,0,1,1,0,1,3,2,22,1
1,4,16145,39,1,1,0,1,1,0,1,7,2,28,2
1,4,16770,47,1,1,0,1,1,0,1,7,2,22,1
1,4,13005,39,1,1,0,1,1,0,1,7,2,22,1
1,4,13925,39,1,2,0,1,1,0,1,7,2,22,1
1,4,30060,38,1,1,0,1,1,0,1,9,2,22,1
1,4,3005,43,1,1,0,2,2,0,1,3,2,22,1
1,4,54565,46,1,1,0,1,1,0,1,9,2,25,2
1,4,2795,42,1,2,0,3,2,0,1,3,1,0,1
1,4,7705,35,1,1,0,1,1,0,1,7,2,22,1
1,4,24005,38,1,1,0,1,1,0,1,8,2,22,2
1,4,14980,48,1,1,0,1,1,0,1,7,2,22,2
1,4,21560,39,1,1,0,1,1,0,1,9,2,13,1
1,4,24610,38,1,2,0,1,1,0,1,7,2,22,1
1,4,15005,48,1,2,0,1,1,0,1,6,2,28,2
1,4,18060,41,1,1,0,1,1,0,1,7,2,25,1
1,4,3205,39,1,2,0,2,2,0,1,7,2,22,1
1,4,23410,38,1,2,0,5,2,0,2,9,2,28,1
1,4,21005,46,1,2,0,1,1,0,1,7,2,27,2
1,4,28620,46,1,1,0,1,2,0,1,8,2,22,2
1,4,13005,36,1,2,0,1,1,0,1,7,2,22,1
1,4,42740,40,1,1,0,1,1,0,1,7,2,22,2
1,4,27005,45,1,1,0,1,1,0,1,7,2,22,1
1,4,15150,44,1,1,0,1,1,0,1,9,2,28,2
1,4,26645,36,1,1,0,1,1,0,1,7,2,22,2
1,4,33010,46,1,1,0,1,1,0,1,7,2,22,2
1,4,15205,47,1,1,0,1,1,0,1,7,2,28,1
1,4,14005,39,1,1,0,1,1,0,1,7,2,22,2
1,4,12005,44,1,2,0,1,1,0,1,7,2,22,2
1,4,0,47,1,1,0,3,1,0,1,6,2,25,0
1,4,13900,40,1,1,0,1,1,0,1,4,2,22,1
1,4,26500,44,1,1,0,1,1,0,1,7,2,22,2
1,4,13005,38,1,1,0,1,2,0,1,7,2,22,1
1,4,8405,40,1,1,0,1,1,0,1,3,2,22,2
1,4,6160,47,1,1,0,1,1,0,1,5,2,27,1
1,4,355,45,1,2,0,5,0,0,1,3,1,0,1
1,4,15005,40,1,1,0,1,1,0,1,3,2,22,1
1,4,39010,36,1,1,0,1,1,0,1,9,2,25,2
1,4,15695,39,1,1,0,1,1,0,1,7,2,22,1
1,4,10145,45,1,1,0,1,1,0,1,8,2,22,2
1,4,0,37,1,2,0,1,0,0,1,5,1,0,1
1,4,9985,48,1,1,0,3,2,0,1,8,2,28,2
1,4,4255,36,1,1,0,1,1,0,1,8,2,13,1
1,4,24030,42,1,1,0,1,1,0,1,7,2,22,2
1,4,30170,35,1,1,0,1,1,0,1,7,2,22,2
1,4,6710,46,1,1,0,1,1,0,1,3,2,22,1
1,4,15505,39,1,1,0,1,2,0,1,7,2,22,2
1,4,10910,53,1,2,0,1,2,0,1,4,1,0,1
1,4,8170,55,1,1,0,1,1,0,1,7,2,13,2
1,4,11235,54,1,1,0,1,1,0,1,4,2,22,2
1,4,21070,58,1,1,0,4,1,0,1,9,2,22,2
1,4,8005,51,1,2,0,1,2,0,1,3,2,22,1
1,4,3845,50,1,1,0,1,1,0,1,4,1,28,2
1,4,14945,51,1,1,0,1,1,0,1,3,1,22,2
1,4,7010,50,1,1,0,1,2,0,1,7,2,22,2
1,4,15,56,1,1,0,1,1,0,1,7,2,22,1
1,4,11610,60,1,1,0,1,1,0,1,9,2,25,2
1,4,12005,51,1,1,0,1,1,0,1,7,2,22,1
1,4,23005,56,1,1,0,1,1,0,1,7,2,22,2
1,4,2605,53,1,2,0,4,2,0,1,3,2,22,2
1,4,42910,52,1,1,0,1,1,0,1,8,2,22,2
1,4,14910,56,1,1,0,1,1,0,1,3,1,0,2
1,4,11145,59,1,1,0,1,1,0,1,6,2,22,1
1,4,0,58,1,2,0,5,2,0,1,5,1,0,1
1,4,875,62,1,1,0,1,1,0,1,6,1,22,2
1,4,22005,60,1,1,0,1,1,0,1,3,2,22,2
1,4,11560,58,1,1,0,1,1,0,1,4,2,13,1
1,4,20005,60,1,1,0,1,1,0,1,4,2,22,2
1,4,10005,52,1,1,0,1,1,0,1,3,2,13,2
1,4,3905,55,1,1,0,3,0,0,1,4,1,0,2
1,4,2455,60,1,2,0,2,1,0,1,2,1,0,1
1,4,3505,56,1,1,0,1,1,0,1,2,2,13,1
1,4,2505,64,1,1,0,1,1,0,1,2,1,0,1
1,4,29005,62,1,2,0,1,1,0,1,4,2,14,2
1,4,11690,52,1,2,0,1,1,0,1,8,2,25,2
1,4,4805,63,1,2,0,4,1,0,1,3,1,0,1
1,4,3005,54,1,2,0,4,2,0,1,2,2,22,1
1,4,8625,51,1,2,0,1,1,0,1,5,1,22,1
1,4,23000,52,1,1,0,1,1,0,1,9,2,22,2
1,4,12005,50,1,2,0,1,1,0,1,3,2,22,1
1,4,27510,56,1,1,0,1,1,0,2,8,2,22,2
