stratum,psu,facility,facsize,finalwt,randgrp,age,race,ethnicty,educ,gender,livewith,famtime,crimtype,everviol,numarr,probtn,corrinst,evertime,prviol,prprop,prdrug,prpub,prjuv,agefirst,usewepn,alcuse,everdrug
3,38,38,173,11,6,14,1,2,8,1,3,1,4,1,13,1,0,2,1,1,1,0,1,11,2,1,1
3,38,38,173,11,6,15,1,2,8,1,1,2,2,1,4,1,0,2,1,0,0,0,0,12,2,1,0
3,38,38,173,11,6,14,2,2,8,1,3,2,1,1,2,0,0,2,0,0,0,0,0,13,2,1,0
3,38,38,173,11,6,15,2,2,9,1,4,1,1,1,8,2,2,1,0,1,0,0,1,12,1,1,1
3,38,38,173,11,6,16,2,2,9,1,3,1,2,0,65,4,5,1,0,1,0,1,1,7,2,1,1
3,38,38,173,11,6,16,2,2,7,1,4,1,1,1,4,0,0,2,0,0,0,0,0,15,2,1,0
3,38,38,173,11,6,14,2,2,8,1,1,1,1,1,2,0,0,2,0,0,0,0,1,13,2,1,0
3,38,38,173,11,6,15,2,2,10,1,3,2,2,1,15,1,1,1,1,1,0,0,0,12,2,3,0
3,38,38,173,11,6,17,1,2,10,1,6,1,2,1,40,4,6,1,1,1,1,1,1,10,1,1,1
3,38,38,173,11,6,15,1,2,10,1,4,1,1,1,1,0,0,2,0,0,0,1,0,15,2,1,1
3,38,38,173,11,6,15,2,2,8,1,3,1,1,1,2,1,0,2,0,1,0,0,0,14,2,1,1
3,38,38,173,11,6,16,1,1,9,1,1,1,2,0,40,1,1,1,0,1,0,0,1,9,2,1,1
3,38,38,173,11,6,15,1,2,7,1,3,1,2,0,7,1,0,2,0,1,0,0,1,11,2,1,1
3,38,38,173,11,6,13,1,2,8,1,3,1,2,0,5,2,1,1,0,1,0,0,1,9,1,1,1
3,38,38,173,11,6,16,1,2,9,1,1,1,2,0,3,1,1,1,0,1,0,0,1,14,2,1,1
3,38,38,173,11,6,15,2,2,8,1,1,2,1,1,3,0,0,2,0,0,0,0,1,13,1,1,1
3,38,38,173,11,6,14,1,2,8,1,3,1,2,1,5,1,1,1,1,1,0,0,1,11,2,1,1
3,38,38,173,11,6,17,1,2,10,1,3,1,1,1,20,1,0,2,0,1,0,0,1,13,2,1,1
3,38,38,173,11,6,16,1,1,10,1,7,2,5,0,2,1,3,1,0,0,0,0,1,11,2,1,0
3,38,38,173,11,6,17,2,2,11,1,1,1,1,1,25,4,1,1,1,1,1,1,0,8,2,1,1
3,38,38,173,11,6,16,2,2,8,1,1,2,1,1,6,3,0,2,1,1,0,0,0,14,2,1,1
3,38,38,173,11,6,16,2,2,11,1,1,2,1,1,2,1,0,2,1,1,0,0,0,14,1,3,0
3,38,38,173,11,6,16,2,2,9,1,3,2,1,1,3,0,0,2,0,0,0,0,0,12,2,1,1
3,38,38,173,11,6,15,1,2,8,1,3,2,1,1,1,1,0,2,0,1,0,0,0,14,1,1,0
3,38,38,173,11,6,15,2,2,9,1,3,1,2,1,2,1,0,2,1,1,0,0,1,14,2,1,1
3,38,38,173,11,6,16,2,2,9,1,1,2,3,1,9,1,0,2,1,1,0,0,0,10,2,1,0
3,38,38,173,11,6,15,1,2,9,1,3,2,2,0,1,0,0,2,0,1,0,0,0,15,2,3,1
3,38,38,173,11,6,15,1,2,7,1,1,2,1,1,4,2,1,1,0,0,0,0,1,13,2,1,1
3,38,38,173,11,6,15,2,2,8,1,3,1,1,1,1,1,0,2,0,1,0,0,0,15,2,3,0
3,38,38,173,11,6,15,1,2,10,1,3,2,1,1,2,1,0,2,0,0,0,0,0,15,2,1,1
3,38,38,173,11,6,16,1,2,9,1,3,2,1,1,3,1,0,2,1,0,0,0,0,14,1,1,1
3,38,38,173,11,6,14,2,2,8,1,3,1,2,0,1,2,0,2,0,1,0,0,1,14,2,1,0
3,38,38,173,11,6,16,2,2,8,1,1,2,1,1,10,3,0,2,1,1,0,0,0,12,1,1,0
3,38,38,173,11,6,13,5,1,8,1,1,1,1,1,2,0,0,2,0,0,0,0,0,13,2,1,1
3,38,38,173,11,6,16,1,2,9,1,3,1,1,1,2,1,0,2,0,0,0,0,1,16,2,1,1
3,38,38,173,11,6,14,1,2,8,1,1,2,2,0,2,2,0,2,0,1,0,0,0,13,2,1,0
3,38,38,173,11,6,14,2,2,8,1,4,1,2,0,2,1,2,1,0,1,0,0,1,12,2,1,0
3,38,38,173,11,6,15,2,2,9,1,3,2,1,1,12,3,2,1,0,1,0,0,1,12,2,1,1
3,38,38,173,11,6,15,2,2,8,1,1,2,1,1,2,1,0,2,1,0,1,0,0,14,2,1,1
4,40,40,198,5,1,18,1,2,9,1,3,2,2,1,8,1,3,1,1,1,0,0,1,14,2,1,1
4,40,40,198,5,1,16,2,2,8,1,1,2,1,1,20,1,0,2,1,1,1,1,0,11,2,1,1
4,40,40,198,5,1,16,1,2,8,1,1,2,2,0,11,2,2,1,0,1,1,1,1,13,2,2,1
4,40,40,198,5,1,16,2,2,11,1,3,2,1,1,10,2,0,2,0,1,0,0,1,13,2,1,1
4,40,40,198,5,1,17,1,2,10,1,1,2,1,1,2,1,0,2,0,0,0,0,0,15,2,3,1
4,40,40,198,5,1,18,1,2,11,1,9,2,1,1,30,1,5,1,0,1,0,0,1,11,2,1,1
4,40,40,198,5,1,17,1,2,9,1,3,2,2,0,2,1,0,2,0,1,0,0,0,17,2,1,1
4,40,40,198,5,1,15,2,2,8,1,1,2,1,1,1,1,0,2,0,0,0,0,0,99,2,3,0
4,40,40,198,5,1,17,1,2,10,1,3,1,2,0,4,1,2,1,0,1,0,0,1,14,2,1,1
4,40,40,198,5,1,17,1,2,9,1,7,2,1,1,20,1,2,1,1,1,1,1,1,14,1,1,1
4,40,40,198,5,1,16,1,2,9,1,1,2,2,1,20,1,0,2,1,1,0,0,0,14,1,1,1
4,40,40,198,5,1,18,1,2,11,1,3,1,1,1,6,2,0,2,1,1,0,0,1,15,2,1,1
4,40,40,198,5,1,16,1,2,11,1,1,2,2,1,7,2,0,2,1,1,0,0,0,15,2,1,1
4,40,40,198,5,1,16,1,2,10,1,3,2,1,1,7,0,0,2,1,0,0,0,1,11,1,1,1
4,40,40,198,5,1,16,1,2,9,1,1,2,1,1,11,0,1,1,1,1,1,1,1,14,1,1,1
4,40,40,198,5,1,17,1,2,9,1,1,2,2,1,1,1,0,2,1,1,0,0,0,16,2,1,0
4,40,40,198,5,1,18,1,2,10,1,1,1,2,0,25,3,0,2,0,1,0,0,0,13,2,1,1
4,40,40,198,5,1,16,1,2,9,1,3,1,2,0,1,3,0,2,0,1,0,0,0,16,1,1,1
4,40,40,198,5,1,18,1,2,11,1,1,2,2,1,4,1,0,2,1,1,1,0,1,16,2,1,1
4,40,40,198,5,1,17,2,2,9,1,3,2,1,1,4,3,1,1,1,0,1,0,0,13,1,3,1
4,40,40,198,5,1,17,1,2,11,1,3,1,2,0,1,2,0,2,0,1,1,1,0,17,2,1,1
4,40,40,198,5,1,18,1,2,11,1,3,1,2,0,3,2,0,2,0,0,0,1,0,17,2,1,1
4,40,40,198,5,1,17,2,2,10,1,1,2,4,1,5,3,0,2,1,0,0,0,1,15,2,3,0
4,40,40,198,5,1,17,2,2,11,1,3,2,2,1,3,4,4,1,1,1,0,0,1,12,2,1,1
4,40,40,198,5,1,17,2,2,10,1,4,2,2,0,3,1,2,1,0,1,0,0,0,12,2,1,1
4,40,40,198,5,1,17,2,2,10,1,3,2,1,1,3,2,1,1,0,0,0,0,0,15,1,1,0
4,40,40,198,5,1,17,2,2,10,1,3,2,2,1,3,0,0,2,1,0,0,0,0,16,2,1,0
4,40,40,198,5,1,18,2,1,10,1,1,1,1,1,2,1,0,2,0,0,0,0,0,14,2,1,1
4,40,40,198,5,1,17,2,2,10,1,1,1,2,1,5,2,0,2,1,1,1,0,0,15,1,1,1
4,40,40,198,5,1,18,2,2,9,1,1,1,1,1,2,1,0,2,0,1,0,0,0,15,1,1,1
4,40,40,198,5,1,17,2,2,9,1,3,2,1,1,2,1,0,2,0,0,0,0,0,15,2,1,1
4,40,40,198,5,1,18,1,2,12,1,1,1,9,0,1,0,0,2,0,0,0,0,0,17,2,1,1
4,40,40,198,5,1,16,2,2,9,1,1,2,2,1,2,1,1,1,1,1,0,0,0,13,2,1,1
4,40,40,198,5,1,18,2,2,9,1,1,1,1,1,4,0,0,2,0,0,0,0,1,16,2,1,1
4,40,40,198,5,1,16,2,2,8,1,3,1,1,1,5,1,1,1,0,1,0,0,0,15,2,1,1
4,40,40,198,5,1,17,2,2,11,1,3,2,1,1,2,1,0,2,0,1,0,0,0,16,1,3,1
4,40,40,198,5,1,18,2,2,11,1,1,1,2,0,2,1,0,2,0,0,0,0,0,15,2,1,1
4,40,40,198,5,1,17,1,1,8,1,1,2,2,1,15,2,2,1,1,1,0,0,0,14,2,1,1
4,40,40,198,5,1,16,2,2,9,1,4,9,2,0,96,2,0,2,0,1,0,1,0,12,2,1,0
4,40,40,198,5,1,18,2,2,12,1,3,2,1,1,2,1,1,1,1,0,0,0,0,16,9,1,1
4,40,40,198,5,1,18,2,2,9,1,1,2,2,1,5,2,2,1,1,1,0,0,0,13,2,3,1
4,40,40,198,5,1,18,2,2,10,1,4,2,1,1,99,1,1,1,1,0,0,0,0,99,1,1,1
4,40,40,198,5,1,18,2,2,9,1,1,2,1,1,15,2,1,1,1,1,1,0,0,9,1,1,1
4,40,40,198,5,1,17,1,2,9,1,1,2,2,1,21,3,1,1,1,1,0,0,1,13,2,3,1
4,40,40,198,5,1,17,2,2,10,1,1,2,1,1,10,2,1,1,0,1,0,0,0,15,1,1,1
4,40,40,198,5,1,16,2,2,8,1,5,2,1,1,1,0,3,1,1,0,0,1,1,12,1,1,1
4,40,40,198,5,1,17,1,2,9,1,1,2,2,0,15,3,2,1,0,1,0,0,1,14,2,1,1
4,40,40,198,5,1,17,1,2,12,1,3,1,4,0,8,2,1,1,0,1,0,0,0,14,2,1,1
4,40,40,198,5,1,16,2,2,10,1,1,2,2,0,75,3,1,1,0,1,1,0,0,9,1,1,1
4,40,40,198,5,1,15,1,2,9,1,1,1,2,1,20,3,2,1,1,1,0,0,1,8,2,1,1
4,40,40,198,5,1,17,1,2,10,1,9,2,4,1,3,1,1,1,1,1,0,0,1,15,2,1,1
4,40,40,198,5,1,16,1,2,10,1,1,1,1,1,30,1,1,1,1,1,0,1,1,10,1,2,1
4,40,40,198,5,1,18,1,2,12,1,1,2,4,0,6,1,3,1,0,1,0,0,0,12,2,3,1
4,40,40,198,5,1,16,1,2,10,1,1,2,4,0,7,1,3,1,0,1,1,0,1,13,2,1,1
4,40,40,198,5,1,18,1,2,12,1,1,1,2,0,2,2,0,2,0,0,0,0,1,15,2,3,1
4,40,40,198,5,1,16,1,1,9,1,3,1,1,1,7,1,1,1,1,1,1,1,1,12,2,1,1
4,40,40,198,5,1,16,1,2,11,1,1,2,2,0,20,1,2,1,0,1,0,0,1,12,2,1,1
4,40,40,198,5,1,16,1,1,9,1,3,2,2,0,3,1,2,1,0,1,0,0,1,14,2,1,1
4,40,40,198,5,1,18,2,2,10,1,1,2,1,1,4,2,0,2,0,1,0,0,0,16,2,1,9
4,40,40,198,5,1,17,1,2,11,1,3,2,4,0,3,3,1,1,0,1,0,0,1,16,2,1,1
4,40,40,198,5,1,17,1,2,8,1,4,1,1,1,4,1,0,2,1,1,1,1,1,14,2,1,1
4,40,40,198,5,1,18,1,2,9,1,3,2,1,1,13,1,2,1,1,1,0,0,0,14,1,1,1
4,40,40,198,5,1,17,1,2,10,1,3,2,2,1,5,1,0,2,1,0,0,0,1,14,1,1,1
4,40,40,198,5,1,15,2,2,8,1,4,1,1,1,32,1,0,2,0,1,0,0,0,12,2,1,1
4,40,40,198,5,1,17,2,2,10,1,1,1,1,1,20,4,0,2,1,1,1,0,0,9,2,1,1
4,40,40,198,5,1,18,1,1,11,1,1,2,2,1,24,1,1,1,1,1,1,1,1,13,1,1,1
4,40,40,198,5,1,17,2,2,9,1,1,2,2,0,2,2,0,2,0,1,1,0,1,15,2,1,1
4,40,40,198,5,1,17,1,2,8,1,2,2,1,1,12,4,0,2,1,1,0,0,0,15,1,2,1
4,40,40,198,5,1,18,2,2,11,1,3,2,2,0,2,3,0,2,0,1,0,0,0,17,2,3,0
4,40,40,198,5,1,17,2,2,10,1,1,1,2,0,3,2,0,2,0,1,0,0,0,16,2,1,1
4,40,40,198,5,1,17,2,2,9,1,1,1,1,1,3,1,0,2,1,1,0,1,0,16,1,1,1
4,40,40,198,5,1,16,1,2,9,1,1,1,1,1,4,3,1,1,0,1,1,0,0,13,2,1,1
4,40,40,198,5,1,17,2,2,9,1,1,2,2,1,10,1,0,2,1,1,1,0,1,14,2,1,1
4,40,40,198,5,1,17,2,2,10,1,4,1,1,1,5,1,1,1,0,1,0,0,0,14,2,3,1
4,40,40,198,5,1,17,1,1,9,1,3,2,2,1,20,1,1,1,1,1,1,0,0,14,2,1,1
4,40,40,198,5,1,15,1,2,9,1,3,1,2,1,7,1,1,1,1,1,1,0,0,13,2,1,1
4,40,40,198,5,1,17,2,2,9,1,1,2,2,0,99,1,1,1,0,1,0,0,0,99,2,1,1
4,40,40,198,5,1,17,2,2,9,1,3,1,1,1,2,1,0,2,0,1,0,0,0,15,2,3,1
4,40,40,198,5,1,17,1,2,10,1,3,2,2,0,10,2,0,2,0,1,0,0,1,13,2,1,1
4,40,40,198,5,1,18,1,2,11,1,1,1,1,1,2,0,0,2,0,0,0,0,0,16,1,1,1
4,40,40,198,5,1,17,1,2,9,1,2,1,1,1,2,1,0,2,1,1,0,0,0,14,1,1,1
4,40,40,198,5,1,17,1,2,9,1,4,1,2,0,5,0,1,1,0,1,0,0,1,16,2,1,1
4,40,40,198,5,1,17,1,2,11,1,3,1,2,1,2,3,0,2,1,1,0,0,1,16,2,3,1
4,40,40,198,5,1,16,1,2,10,1,1,2,2,0,5,2,3,1,0,1,0,0,0,14,2,1,1
4,40,40,198,5,1,17,1,2,10,1,1,1,1,1,1,0,0,2,0,0,0,0,0,16,1,1,1
4,40,40,198,5,1,18,1,2,11,1,1,1,9,1,4,1,1,1,1,1,1,0,0,16,2,1,1
4,40,40,198,5,1,18,2,2,11,1,1,2,1,1,2,1,0,2,0,0,0,0,0,16,1,1,1
4,40,40,198,5,1,17,1,2,9,1,1,1,1,1,5,3,3,1,0,1,1,1,1,14,1,1,1
4,40,40,198,5,1,18,1,2,8,1,1,2,4,0,3,2,1,1,0,1,1,1,0,15,2,1,1
4,40,40,198,5,1,18,2,2,10,1,1,1,9,1,1,1,1,1,1,1,0,0,1,17,2,1,1
4,40,40,198,5,1,17,1,2,9,1,1,2,2,0,6,0,0,2,0,0,0,0,0,15,2,3,1
4,40,40,198,5,1,17,1,2,9,1,8,2,2,0,10,0,0,2,0,1,0,1,1,13,2,1,1
4,40,40,198,5,1,18,2,2,11,1,1,2,2,0,4,1,1,1,0,1,0,0,0,15,2,1,1
4,40,40,198,5,1,17,1,2,9,1,1,1,9,0,2,1,0,2,0,0,0,0,0,12,2,1,1
5,41,41,241,5,7,17,1,2,10,1,2,1,2,0,1,0,0,2,0,1,0,0,0,17,2,1,1
5,41,41,241,5,7,18,1,2,11,1,1,1,4,1,23,3,4,1,1,1,1,1,1,9,2,1,1
5,41,41,241,5,7,17,2,2,10,1,1,2,2,1,4,2,0,2,1,1,0,0,1,16,2,1,1
5,41,41,241,5,7,16,1,2,9,1,1,2,4,0,10,2,0,2,0,1,0,0,0,12,2,1,1
5,41,41,241,5,7,16,1,2,7,1,1,2,1,1,4,1,1,1,0,1,0,0,0,14,2,1,1
5,41,41,241,5,7,17,1,2,11,1,3,2,2,0,2,2,0,2,0,1,0,0,1,15,2,1,1
5,41,41,241,5,7,16,2,2,10,1,1,2,1,1,3,0,0,2,0,0,0,0,0,15,2,1,1
5,41,41,241,5,7,17,2,2,11,1,9,2,1,1,3,0,0,2,0,0,0,0,0,16,2,3,1
5,41,41,241,5,7,17,1,2,9,1,3,1,2,0,10,1,1,1,0,1,1,0,1,12,2,1,1
5,41,41,241,5,7,17,1,2,10,1,1,2,1,1,16,2,1,1,0,1,0,0,0,12,2,1,1
5,41,41,241,5,7,18,1,2,9,1,1,1,2,1,25,2,2,1,1,1,1,0,1,16,2,1,1
5,41,41,241,5,7,17,5,1,10,1,1,2,2,0,4,1,1,1,0,0,0,0,0,16,2,1,1
5,41,41,241,5,7,18,1,1,9,1,2,1,2,1,23,1,1,1,1,1,0,0,1,13,2,1,1
5,41,41,241,5,7,16,1,2,8,1,3,2,2,0,3,1,0,2,0,0,0,0,1,15,2,1,1
5,41,41,241,5,7,17,1,2,10,1,1,1,2,0,2,1,1,1,0,1,0,0,1,16,2,1,1
5,41,41,241,5,7,16,2,2,10,1,2,1,2,0,2,1,0,2,0,1,0,0,0,13,2,2,0
5,41,41,241,5,7,18,1,2,11,1,3,1,2,1,1,2,0,2,1,1,0,0,0,17,2,1,1
5,41,41,241,5,7,18,2,2,11,1,1,1,2,1,25,4,2,1,1,1,0,0,0,11,2,1,1
5,41,41,241,5,7,17,1,2,12,1,4,2,2,0,1,1,0,2,0,0,0,0,1,17,1,1,1
5,41,41,241,5,7,16,2,2,9,1,1,1,2,1,2,2,1,1,1,0,1,0,0,15,2,1,0
5,41,41,241,5,7,17,2,2,10,1,1,1,2,0,2,1,0,2,0,0,0,1,0,16,2,1,1
5,41,41,241,5,7,17,1,2,10,1,1,2,2,0,2,1,1,1,0,1,0,0,0,16,2,1,1
5,41,41,241,5,7,16,1,2,7,1,2,1,2,1,4,1,0,2,1,1,0,0,1,15,1,3,1
5,41,41,241,5,7,16,2,2,9,1,1,2,2,1,14,5,0,2,1,1,1,0,1,12,1,1,1
5,41,41,241,5,7,17,2,2,10,1,1,2,1,1,3,1,1,1,1,1,0,0,0,15,2,3,1
5,41,41,241,5,7,16,5,2,9,1,1,1,2,1,3,2,0,2,1,1,0,0,0,15,2,1,1
5,41,41,241,5,7,17,2,2,10,1,1,1,4,0,6,2,1,1,0,1,0,1,0,12,2,3,1
5,41,41,241,5,7,17,1,2,8,1,5,1,1,1,1,4,1,1,0,1,0,0,1,17,2,1,1
5,41,41,241,5,7,17,2,2,10,1,1,2,2,0,3,3,2,1,0,1,0,0,1,16,2,1,1
5,41,41,241,5,7,17,2,2,10,1,3,2,2,1,3,1,0,2,1,0,0,0,0,16,2,3,0
5,41,41,241,5,7,16,2,2,9,1,3,1,2,0,2,2,0,2,0,1,0,0,0,15,2,3,1
5,41,41,241,5,7,16,1,2,10,1,1,1,4,0,3,1,4,1,0,1,1,0,1,14,2,1,1
5,41,41,241,5,7,17,2,2,11,1,1,1,2,0,6,1,1,1,0,1,0,0,0,9,2,1,1
5,41,41,241,5,7,16,2,2,9,1,4,1,1,1,1,2,0,2,0,1,0,0,1,15,1,3,0
5,41,41,241,5,7,17,2,2,9,1,9,2,2,0,2,1,0,2,0,0,0,0,0,15,2,1,1
5,41,41,241,5,7,16,2,2,10,1,1,2,1,1,5,1,1,1,1,1,0,0,0,14,2,1,1
5,41,41,241,5,7,16,1,2,9,1,2,2,2,0,6,1,0,2,0,1,1,0,1,13,1,1,1
5,41,41,241,5,7,17,2,2,9,1,6,2,1,1,10,1,3,1,1,1,1,0,0,10,1,1,1
5,41,41,241,5,7,18,1,2,10,1,1,1,2,1,4,2,2,1,1,1,0,0,0,13,1,1,1
5,41,41,241,5,7,17,2,2,10,1,9,1,2,0,2,0,0,2,0,0,0,0,0,16,2,1,1
5,41,41,241,5,7,17,2,2,11,1,1,1,3,0,5,1,1,1,0,1,0,0,1,14,2,1,1
5,41,41,241,5,7,16,1,2,9,1,1,1,2,0,2,1,1,1,0,1,0,0,1,14,2,1,1
5,41,41,241,5,7,16,1,2,8,1,1,1,2,1,2,2,2,1,1,1,1,1,1,11,2,1,1
5,41,41,241,5,7,17,1,2,10,1,1,2,4,0,3,2,2,1,0,1,1,0,1,16,2,1,1
5,41,41,241,5,7,17,1,2,11,1,2,1,2,1,5,2,1,1,1,1,0,1,1,15,2,1,1
5,41,41,241,5,7,17,2,2,11,1,4,2,1,1,3,3,3,1,0,1,1,0,1,13,2,1,1
5,41,41,241,5,7,17,1,2,9,1,3,2,2,0,24,8,0,2,0,1,0,0,1,12,2,1,1
5,41,41,241,5,7,17,2,2,9,1,1,1,2,0,1,1,0,2,0,1,0,0,0,17,2,1,1
5,41,41,241,5,7,17,1,2,10,1,1,1,1,1,2,1,0,2,0,1,0,0,1,16,2,1,1
5,41,41,241,5,7,18,1,2,10,1,3,1,2,1,6,2,1,1,1,1,0,1,1,16,2,1,1
5,41,41,241,5,7,16,2,2,9,1,1,2,2,0,2,1,0,2,0,1,0,0,0,14,2,1,1
5,41,41,241,5,7,16,2,2,10,1,3,2,2,0,4,1,0,2,0,1,0,0,1,15,2,3,1
5,41,41,241,5,7,17,2,2,10,1,1,2,2,0,3,4,1,1,0,1,0,1,1,13,2,1,1
5,41,41,241,5,7,16,1,2,10,1,3,2,4,1,1,12,99,9,1,0,0,0,0,16,2,1,1
5,41,41,241,5,7,17,1,2,11,1,3,1,2,0,2,2,3,1,0,0,0,0,0,16,2,1,1
5,41,41,241,5,7,17,2,2,10,1,9,2,2,0,7,1,1,1,0,0,0,0,0,15,2,3,0
5,41,41,241,5,7,17,2,2,11,1,1,1,2,0,7,1,3,1,0,1,0,0,1,13,2,2,1
5,41,41,241,5,7,17,2,2,10,1,1,2,2,1,2,1,2,1,1,0,0,0,1,16,2,3,1
5,41,41,241,5,7,17,1,2,10,1,1,1,2,0,8,5,1,1,0,1,0,0,1,14,1,1,1
5,41,41,241,5,7,16,2,2,7,1,1,2,2,0,4,1,0,2,0,0,0,0,0,15,1,3,0
5,41,41,241,5,7,15,2,1,8,1,1,1,2,1,10,3,0,2,1,1,0,1,0,12,2,1,1
5,41,41,241,5,7,17,1,2,11,1,3,2,3,1,13,1,0,2,1,1,1,0,1,13,2,1,1
5,41,41,241,5,7,18,1,2,11,1,1,2,2,0,2,2,1,1,0,1,0,0,1,16,2,1,1
5,41,41,241,5,7,18,2,2,9,1,1,2,1,1,4,2,1,1,0,1,0,0,1,16,2,1,1
5,41,41,241,5,7,17,1,2,10,1,1,1,1,1,1,1,0,2,0,0,0,0,0,17,2,1,1
5,41,41,241,5,7,16,1,2,10,1,3,1,2,0,10,1,2,1,0,1,0,0,1,13,1,1,1
5,41,41,241,5,7,16,1,2,9,1,3,1,1,1,5,1,2,1,0,1,0,0,0,14,2,1,1
5,41,41,241,5,7,17,2,2,12,1,9,1,2,0,7,1,1,1,0,1,0,1,0,99,2,3,1
5,41,41,241,5,7,17,1,2,9,1,3,2,2,0,1,2,0,2,0,0,1,1,1,17,2,1,1
5,41,41,241,5,7,17,2,2,12,1,1,2,2,0,4,2,1,1,0,1,0,0,0,15,2,1,1
5,41,41,241,5,7,17,1,2,10,1,2,1,2,0,4,2,0,2,0,1,0,1,1,15,2,1,1
5,41,41,241,5,7,18,2,2,11,1,1,1,4,0,6,1,1,1,0,1,0,1,1,14,2,1,1
5,41,41,241,5,7,15,1,2,7,1,1,1,1,1,9,2,0,2,1,1,0,0,0,11,2,1,1
5,41,41,241,5,7,17,1,2,9,1,3,2,2,0,2,2,0,2,0,1,0,0,1,16,2,1,1
5,41,41,241,5,7,17,1,2,11,1,3,2,2,0,2,1,0,2,0,1,0,0,0,15,2,1,1
5,41,41,241,5,7,17,2,2,11,1,1,1,2,0,7,1,0,2,0,1,0,0,0,16,2,1,1
5,39,39,246,5,3,16,2,2,10,1,4,1,2,1,15,1,2,1,1,1,0,0,1,14,2,1,1
5,39,39,246,5,3,17,2,2,9,1,1,2,2,0,2,1,0,2,0,1,0,0,0,16,2,3,0
5,39,39,246,5,3,15,5,1,8,1,1,1,1,1,4,1,0,2,0,1,1,0,1,13,2,1,1
5,39,39,246,5,3,17,1,1,10,1,3,2,3,0,19,2,0,2,0,0,1,0,1,14,2,1,1
5,39,39,246,5,3,16,2,2,10,1,1,1,2,0,7,1,2,1,0,1,0,0,1,13,2,1,1
5,39,39,246,5,3,15,1,2,9,1,3,1,2,0,99,1,0,2,0,1,0,0,0,99,2,1,0
5,39,39,246,5,3,15,2,2,8,1,1,2,2,1,12,1,1,1,1,1,0,1,1,13,2,1,1
5,39,39,246,5,3,18,1,2,8,1,3,2,2,1,15,1,0,2,1,1,1,1,1,13,2,1,1
5,39,39,246,5,3,15,1,2,10,1,1,1,2,0,1,1,1,1,0,1,0,0,0,15,2,3,0
5,39,39,246,5,3,15,2,2,9,1,1,1,3,0,8,2,2,1,0,0,0,1,1,12,2,1,1
5,39,39,246,5,3,16,1,2,9,1,1,1,2,0,18,1,0,2,0,1,0,0,1,13,2,1,1
5,39,39,246,5,3,17,1,2,9,1,1,1,2,1,49,3,7,1,1,1,1,1,1,11,2,1,1
5,39,39,246,5,3,16,2,2,10,1,3,2,2,0,4,2,2,1,0,1,0,0,1,15,2,1,1
5,39,39,246,5,3,14,1,9,8,1,3,1,2,0,3,0,2,1,0,1,0,0,0,13,2,3,0
5,39,39,246,5,3,16,2,2,8,1,1,2,1,1,9,2,2,1,1,1,1,0,0,12,2,1,1
5,39,39,246,5,3,15,1,2,8,1,2,2,4,0,2,2,0,2,0,1,0,0,0,99,1,1,1
5,39,39,246,5,3,16,2,2,11,1,2,2,2,1,20,1,1,1,1,1,0,0,0,15,1,1,1
5,39,39,246,5,3,16,1,2,10,1,3,2,2,0,2,0,0,2,0,0,0,0,0,16,2,1,1
5,39,39,246,5,3,16,1,2,11,1,4,2,4,1,14,2,3,1,1,1,1,0,1,10,2,1,1
5,39,39,246,5,3,15,2,2,9,1,1,1,1,1,8,1,0,2,0,1,0,0,0,8,2,1,1
5,39,39,246,5,3,16,2,2,10,1,1,2,4,1,4,1,2,1,1,1,0,0,1,15,2,1,1
5,39,39,246,5,3,16,1,2,11,1,7,2,4,0,5,1,1,1,0,0,1,0,0,13,2,1,1
5,39,39,246,5,3,16,1,2,9,1,7,1,2,1,30,2,3,1,1,1,1,1,1,8,1,1,1
5,39,39,246,5,3,16,2,2,10,1,1,2,2,0,99,2,1,1,0,1,0,0,1,14,2,1,1
5,39,39,246,5,3,17,1,2,10,1,5,1,4,1,37,3,4,1,1,1,1,0,1,6,2,1,0
5,39,39,246,5,3,14,1,2,9,1,3,2,2,1,99,99,1,1,1,1,0,1,0,10,1,3,0
5,39,39,246,5,3,14,1,2,7,1,2,1,2,0,5,0,1,1,0,1,0,0,0,9,2,1,1
5,39,39,246,5,3,17,1,2,11,1,3,2,2,0,4,1,0,2,0,1,0,1,0,16,1,1,1
5,39,39,246,5,3,15,2,2,9,1,3,1,2,1,12,2,2,1,1,1,1,0,1,12,9,1,1
5,39,39,246,5,3,16,1,2,9,1,5,1,1,1,99,6,9,1,1,1,1,1,1,12,1,1,1
5,39,39,246,5,3,14,1,2,6,1,4,1,2,1,10,1,2,1,1,1,0,0,0,13,1,1,1
5,39,39,246,5,3,16,2,2,10,1,3,1,1,1,2,1,1,1,0,1,0,0,0,15,2,1,1
5,39,39,246,5,3,16,2,2,10,1,1,2,2,0,2,1,0,2,0,1,0,0,0,15,2,1,1
5,39,39,246,5,3,15,1,2,9,1,1,1,2,0,9,1,2,1,0,1,0,0,0,7,2,1,1
5,39,39,246,5,3,15,2,9,9,1,3,1,2,1,3,1,1,1,1,1,0,0,0,14,2,3,0
5,39,39,246,5,3,15,1,2,9,1,3,1,2,1,5,2,0,2,1,1,0,0,0,13,2,1,1
5,39,39,246,5,3,15,2,2,7,1,2,2,2,0,15,1,3,1,0,1,0,0,1,11,2,1,1
5,39,39,246,5,3,16,2,2,10,1,1,1,5,0,1,2,0,2,0,0,0,0,1,16,2,1,1
