"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour","orig.id"
"189",2013,8,26,854,900,-6,1012,1026,-14,"UA",548,"N453UA","EWR","ORD",106,719,9,0,2013-08-26 09:00:00,"180168"
"190",2013,7,29,1050,1055,-5,1358,1411,-13,"DL",1903,"N346NB","LGA","SRQ",145,1047,10,55,2013-07-29 10:00:00,"164046"
"191",2013,9,13,1805,1715,50,1924,1905,19,"AA",345,"N4YAAA","LGA","ORD",105,733,17,15,2013-09-13 17:00:00,"190163"
"192",2013,6,27,853,853,0,1208,1212,-4,"B6",15,"N763JB","JFK","SFO",327,2586,8,53,2013-06-27 08:00:00,"145854"
"193",2013,1,25,630,630,0,1120,1140,-20,"AA",413,"N3HUAA","JFK","SJU",189,1598,6,30,2013-01-25 06:00:00,"12374"
"194",2013,1,27,1645,1645,0,1945,2005,-20,"AA",181,"N339AA","JFK","LAX",344,2475,16,45,2013-01-27 16:00:00,"13617"
"195",2013,6,19,1100,1102,-2,1354,1341,13,"UA",786,"N592UA","EWR","LAX",325,2454,11,2,2013-06-19 11:00:00,"141261"
"196",2013,5,19,1232,1235,-3,1459,1520,-21,"AA",1033,"N499AA","EWR","DFW",181,1372,12,35,2013-05-19 12:00:00,"124086"
"197",2013,11,25,1425,1430,-5,1639,1654,-15,"UA",243,"N553UA","EWR","DEN",234,1605,14,30,2013-11-25 14:00:00,"45818"
"198",2013,8,10,1916,1915,1,2243,2230,13,"AA",21,"N338AA","JFK","LAX",315,2475,19,15,2013-08-10 19:00:00,"171277"
"199",2013,4,21,1933,1910,23,2229,2240,-11,"AA",21,"N336AA","JFK","LAX",338,2475,19,10,2013-04-21 19:00:00,"108988"
"200",2013,5,23,NA,2030,NA,NA,2217,NA,"B6",917,"N203JB","JFK","ORD",NA,740,20,30,2013-05-23 20:00:00,"126641"
"201",2013,3,8,2103,2020,43,2349,2327,22,"B6",801,"N552JB","JFK","FLL",133,1069,20,20,2013-03-08 20:00:00,"84534"
"202",2013,10,10,817,815,2,1104,1105,-1,"B6",183,"N768JB","JFK","MCO",136,944,8,15,2013-10-10 08:00:00,"20841"
"203",2013,2,4,1235,1240,-5,1437,1445,-8,"DL",1131,"N344NB","LGA","DTW",92,502,12,40,2013-02-04 12:00:00,"67216"
"204",2013,10,13,1718,1720,-2,2016,2030,-14,"AA",291,"N3HYAA","JFK","AUS",206,1521,17,20,2013-10-13 17:00:00,"22699"
"205",2013,4,30,1556,1559,-3,1822,1837,-15,"DL",847,"N663DN","LGA","ATL",109,762,15,59,2013-04-30 15:00:00,"113873"
"206",2013,6,8,759,800,-1,1047,1135,-48,"AA",59,"N323AA","JFK","SFO",326,2586,8,0,2013-06-08 08:00:00,"134952"
"207",2013,2,25,1008,1006,2,1127,1140,-13,"UA",1060,"N33289","EWR","ORD",120,719,10,6,2013-02-25 10:00:00,"78167"
"208",2013,6,25,1741,1726,15,2015,2009,6,"UA",1163,"N37470","EWR","LAS",292,2227,17,26,2013-06-25 17:00:00,"144921"
"209",2013,5,19,658,700,-2,945,1015,-30,"VX",399,"N637VA","JFK","LAX",319,2475,7,0,2013-05-19 07:00:00,"123912"
"210",2013,3,1,814,804,10,1010,1004,6,"B6",219,"N296JB","JFK","CLT",91,541,8,4,2013-03-01 08:00:00,"80323"
"211",2013,10,10,542,550,-8,941,932,9,"B6",939,"N517JB","JFK","BQN",204,1576,5,50,2013-10-10 05:00:00,"20736"
"212",2013,9,12,1628,1605,23,2000,1918,42,"DL",706,"N3767","JFK","AUS",200,1521,16,5,2013-09-12 16:00:00,"189514"
"213",2013,6,10,856,859,-3,1132,1137,-5,"DL",1747,"N904DE","LGA","ATL",115,762,8,59,2013-06-10 08:00:00,"136056"
"214",2013,5,25,1539,1530,9,1732,1758,-26,"UA",765,"N452UA","EWR","DEN",211,1605,15,30,2013-05-25 15:00:00,"127539"
"215",2013,11,1,1705,1708,-3,1915,1909,6,"B6",1119,"N307JB","JFK","CLT",103,541,17,8,2013-11-01 17:00:00,"32953"
"216",2013,4,5,622,630,-8,849,935,-46,"UA",1072,"N11206","LGA","IAH",193,1416,6,30,2013-04-05 06:00:00,"99574"
"217",2013,1,6,659,655,4,1001,942,19,"B6",203,"N760JB","JFK","LAS",316,2248,6,55,2013-01-06 06:00:00,"2752"
"218",2013,10,3,810,815,-5,1052,1105,-13,"B6",183,"N806JB","JFK","MCO",133,944,8,15,2013-10-03 08:00:00,"17056"
"219",2013,7,24,849,853,-4,1139,1140,-1,"UA",1711,"N73270","EWR","IAH",191,1400,8,53,2013-07-24 08:00:00,"161127"
"220",2013,2,4,1651,1700,-9,1955,2005,-10,"B6",509,"N630JB","EWR","FLL",159,1065,17,0,2013-02-04 17:00:00,"67345"
"221",2013,6,9,2152,2146,6,43,100,-17,"UA",1245,"N14237","EWR","LAX",327,2454,21,46,2013-06-09 21:00:00,"135892"
"222",2013,9,16,1635,1619,16,1932,1943,-11,"UA",1284,"N75433","EWR","SFO",336,2565,16,19,2013-09-16 16:00:00,"191637"
"223",2013,10,18,1123,1128,-5,1219,1230,-11,"B6",2380,"N358JB","EWR","BOS",36,200,11,28,2013-10-18 11:00:00,"25286"
"224",2013,6,19,1445,1445,0,1619,1614,5,"UA",294,"N411UA","EWR","CLE",63,404,14,45,2013-06-19 14:00:00,"141357"
"225",2013,8,26,755,800,-5,1027,1110,-43,"DL",1271,"N929DL","JFK","FLL",131,1069,8,0,2013-08-26 08:00:00,"180126"
"226",2013,11,10,1855,1845,10,2218,2152,26,"DL",2391,"N963DL","JFK","TPA",148,1005,18,45,2013-11-10 18:00:00,"37795"
"227",2013,4,16,729,730,-1,1109,1131,-22,"B6",215,"N589JB","EWR","SJU",195,1608,7,30,2013-04-16 07:00:00,"105784"
"228",2013,5,30,2146,2100,46,110,30,40,"DL",2363,"N712TW","JFK","LAX",343,2475,21,0,2013-05-30 21:00:00,"130402"
"229",2013,1,14,1223,1220,3,1342,1343,-1,"B6",66,"N266JB","JFK","BUF",64,301,12,20,2013-01-14 12:00:00,"7002"
"230",2013,1,12,553,600,-7,832,859,-27,"B6",507,"N659JB","EWR","FLL",140,1065,6,0,2013-01-12 06:00:00,"5857"
"231",2013,3,26,1758,1800,-2,1901,1917,-16,"B6",1307,"N238JB","JFK","IAD",47,228,18,0,2013-03-26 18:00:00,"94379"
"232",2013,1,13,2059,2039,20,23,2338,45,"UA",1225,"N79521","EWR","PBI",146,1023,20,39,2013-01-13 20:00:00,"6735"
"233",2013,7,5,2051,2059,-8,2147,2226,-39,"UA",1451,"N17229","EWR","BOS",42,200,20,59,2013-07-05 20:00:00,"150627"
"234",2013,4,20,1110,835,155,1401,1148,133,"DL",857,"N390DA","JFK","SAN",335,2446,8,35,2013-04-20 08:00:00,"108194"
"235",2013,1,23,1549,1540,9,1857,1900,-3,"UA",161,"N17128","JFK","LAX",342,2475,15,40,2013-01-23 15:00:00,"11625"
"236",2013,9,23,1637,1640,-3,1938,1947,-9,"B6",423,"N534JB","JFK","LAX",323,2475,16,40,2013-09-23 16:00:00,"195359"
"237",2013,7,1,29,2245,104,151,1,110,"B6",234,"N348JB","JFK","BTV",66,266,22,45,2013-07-01 22:00:00,"147958"
"238",2013,5,12,1156,1200,-4,1424,1458,-34,"DL",863,"N707TW","JFK","LAX",304,2475,12,0,2013-05-12 12:00:00,"120246"
"239",2013,5,10,1449,1455,-6,1808,1805,3,"AA",759,"N3GLAA","LGA","DFW",227,1389,14,55,2013-05-10 14:00:00,"119329"
"240",2013,5,28,558,600,-2,851,850,1,"AA",707,"N3FXAA","LGA","DFW",195,1389,6,0,2013-05-28 06:00:00,"128731"
"241",2013,3,7,1533,1530,3,1836,1855,-19,"AA",1039,"N3FWAA","JFK","FLL",148,1069,15,30,2013-03-07 15:00:00,"83793"
"242",2013,4,12,1133,1115,18,1449,1410,39,"AA",739,"N3GSAA","LGA","DFW",234,1389,11,15,2013-04-12 11:00:00,"103712"
"243",2013,4,19,756,800,-4,1030,1024,6,"DL",689,"N336NB","LGA","MSY",185,1183,8,0,2013-04-19 08:00:00,"107542"
"244",2013,12,30,2254,2245,9,2359,2355,4,"B6",234,"N281JB","JFK","BTV",44,266,22,45,2013-12-30 22:00:00,"64998"
"245",2013,1,9,1458,1500,-2,1835,1837,-2,"DL",963,"N718TW","JFK","LAX",366,2475,15,0,2013-01-09 15:00:00,"4561"
"246",2013,5,27,759,755,4,1010,1001,9,"DL",2137,"N351NB","JFK","DTW",85,509,7,55,2013-05-27 07:00:00,"128254"
"247",2013,10,27,1045,1043,2,1315,1311,4,"UA",1110,"N37468","EWR","LAS",305,2227,10,43,2013-10-27 10:00:00,"30026"
"248",2013,12,23,1738,1629,69,2123,1932,111,"B6",1161,"N789JB","LGA","PBI",159,1035,16,29,2013-12-23 16:00:00,"60992"
"249",2013,11,15,1135,1145,-10,1434,1450,-16,"AA",1623,"N3BYAA","EWR","MIA",158,1085,11,45,2013-11-15 11:00:00,"40350"
"250",2013,12,23,825,805,20,1308,1304,4,"AA",1357,"N5BVAA","JFK","SJU",201,1598,8,5,2013-12-23 08:00:00,"60698"
"251",2013,4,29,1152,1115,37,1428,1406,22,"DL",695,"N997DL","JFK","MCO",134,944,11,15,2013-04-29 11:00:00,"113182"
"252",2013,7,14,1257,1259,-2,1524,1534,-10,"DL",781,"N911DE","LGA","ATL",114,762,12,59,2013-07-14 12:00:00,"155444"
"253",2013,1,27,1158,1155,3,1441,1459,-18,"B6",625,"N329JB","JFK","HOU",207,1428,11,55,2013-01-27 11:00:00,"13485"
"254",2013,9,17,731,729,2,1012,1021,-9,"B6",461,"N565JB","LGA","PBI",141,1035,7,29,2013-09-17 07:00:00,"191881"
"255",2013,2,25,1123,1125,-2,1254,1305,-11,"AA",327,"N3HGAA","LGA","ORD",116,733,11,25,2013-02-25 11:00:00,"78202"
"256",2013,10,23,2022,2025,-3,2151,2140,11,"AA",2314,"N3ASAA","JFK","BOS",56,187,20,25,2013-10-23 20:00:00,"28246"
"257",2013,3,20,1615,1614,1,1738,1749,-11,"UA",1492,"N21723","EWR","ORD",117,719,16,14,2013-03-20 16:00:00,"91002"
"258",2013,11,7,554,600,-6,750,756,-6,"DL",1517,"N332NB","EWR","DTW",93,488,6,0,2013-11-07 06:00:00,"35776"
"259",2013,10,7,708,700,8,832,833,-1,"UA",331,"N834UA","LGA","ORD",116,733,7,0,2013-10-07 07:00:00,"19134"
"260",2013,9,9,926,940,-14,1210,1232,-22,"B6",199,"N510JB","LGA","MCO",112,950,9,40,2013-09-09 09:00:00,"187712"
"261",2013,3,11,1730,1735,-5,1919,1942,-23,"DL",2331,"N374NW","LGA","DTW",88,502,17,35,2013-03-11 17:00:00,"86076"
"262",2013,6,3,557,600,-3,714,726,-12,"UA",1001,"N33294","LGA","ORD",111,733,6,0,2013-06-03 06:00:00,"132029"
"263",2013,4,14,1724,1730,-6,1847,1850,-3,"DL",2383,"N357NW","LGA","PWM",43,269,17,30,2013-04-14 17:00:00,"104952"
"264",2013,11,20,746,751,-5,910,928,-18,"UA",279,"N418UA","EWR","ORD",109,719,7,51,2013-11-20 07:00:00,"42879"
"265",2013,2,11,1525,1530,-5,1737,1725,12,"AA",2223,"N520AA","LGA","STL",154,888,15,30,2013-02-11 15:00:00,"70836"
"266",2013,5,25,610,600,10,833,835,-2,"B6",517,"N552JB","EWR","MCO",124,937,6,0,2013-05-25 06:00:00,"127273"
"267",2013,4,21,1055,1105,-10,1438,1419,19,"DL",930,"N986DL","LGA","FLL",171,1076,11,5,2013-04-21 11:00:00,"108697"
"268",2013,12,30,1806,1802,4,2123,2106,17,"UA",203,"N477UA","EWR","PBI",167,1023,18,2,2013-12-30 18:00:00,"64870"
"269",2013,7,21,901,907,-6,1135,1200,-25,"UA",653,"N523UA","EWR","LAX",313,2454,9,7,2013-07-21 09:00:00,"159388"
"270",2013,5,1,2039,2045,-6,2247,2313,-26,"B6",115,"N178JB","JFK","MSY",155,1182,20,45,2013-05-01 20:00:00,"114601"
"271",2013,8,7,1355,1346,9,1455,1458,-3,"B6",1338,"N309JB","JFK","MVY",36,173,13,46,2013-08-07 13:00:00,"169355"
"272",2013,4,12,831,835,-4,1126,1135,-9,"AA",717,"N3GKAA","LGA","DFW",210,1389,8,35,2013-04-12 08:00:00,"103611"
"273",2013,4,11,1638,1515,83,1952,1830,82,"UA",1558,"N87512","EWR","SFO",338,2565,15,15,2013-04-11 15:00:00,"103290"
"274",2013,1,31,1555,1517,38,1911,1816,55,"B6",537,"N607JB","EWR","TPA",162,997,15,17,2013-01-31 15:00:00,"15649"
"275",2013,3,13,1257,1259,-2,1523,1534,-11,"DL",781,"N6712B","LGA","ATL",112,762,12,59,2013-03-13 12:00:00,"87032"
"276",2013,2,6,1554,1555,-1,1733,1748,-15,"B6",917,"N353JB","JFK","ORD",137,740,15,55,2013-02-06 15:00:00,"68345"
"277",2013,7,28,821,815,6,1058,1033,25,"DL",914,"N340NW","LGA","DEN",244,1620,8,15,2013-07-28 08:00:00,"163412"
"278",2013,12,13,1724,1705,19,2015,2006,9,"B6",305,"N729JB","EWR","FLL",150,1065,17,5,2013-12-13 17:00:00,"55552"
"279",2013,12,15,1104,1110,-6,1432,1432,0,"DL",2098,"N335NB","LGA","MIA",175,1096,11,10,2013-12-15 11:00:00,"56303"
"280",2013,2,23,726,729,-3,831,842,-11,"B6",1932,"N806JB","JFK","BOS",41,187,7,29,2013-02-23 07:00:00,"77046"
"281",2013,1,25,810,810,0,1056,1042,14,"DL",269,"N366NB","JFK","ATL",123,760,8,10,2013-01-25 08:00:00,"12449"
"282",2013,4,10,1855,1859,-4,2234,2159,35,"DL",2159,"N379DA","JFK","MCO",123,944,18,59,2013-04-10 18:00:00,"102808"
"283",2013,8,9,2122,1859,143,2342,2147,115,"B6",711,"N633JB","JFK","LAS",300,2248,18,59,2013-08-09 18:00:00,"170793"
"284",2013,3,21,1813,1730,43,2110,2046,24,"B6",359,"N521JB","JFK","BUR",338,2465,17,30,2013-03-21 17:00:00,"91639"
"285",2013,12,8,2115,2055,20,23,2332,51,"B6",1677,"N284JB","JFK","JAX",134,828,20,55,2013-12-08 20:00:00,"52892"
"286",2013,3,17,950,953,-3,1251,1304,-13,"UA",1425,"N76529","EWR","FLL",157,1065,9,53,2013-03-17 09:00:00,"89119"
"287",2013,12,30,1859,1858,1,2152,2150,2,"B6",711,"N585JB","JFK","LAS",314,2248,18,58,2013-12-30 18:00:00,"64911"
"288",2013,12,9,1346,1345,1,1714,1705,9,"AA",117,"N336AA","JFK","LAX",366,2475,13,45,2013-12-09 13:00:00,"53195"
"289",2013,12,10,2136,2104,32,37,13,24,"UA",1682,"N39463","EWR","FLL",163,1065,21,4,2013-12-10 21:00:00,"53979"
"290",2013,2,10,1702,1554,68,1835,1728,67,"UA",562,"N401UA","EWR","ORD",118,719,15,54,2013-02-10 15:00:00,"70348"
"291",2013,1,24,551,600,-9,844,910,-26,"AA",707,"N3HWAA","LGA","DFW",204,1389,6,0,2013-01-24 06:00:00,"11821"
"292",2013,5,19,1714,1700,14,2039,2011,28,"DL",706,"N370NB","JFK","AUS",200,1521,17,0,2013-05-19 17:00:00,"124235"
"293",2013,6,13,2146,2125,21,26,2359,27,"UA",407,"N414UA","EWR","IAH",191,1400,21,25,2013-06-13 21:00:00,"138200"
"294",2013,4,2,557,600,-3,854,911,-17,"UA",1077,"N37293","EWR","MIA",157,1085,6,0,2013-04-02 06:00:00,"97820"
"295",2013,12,19,1923,1925,-2,2221,2245,-24,"AA",2437,"N3BPAA","LGA","MIA",153,1096,19,25,2013-12-19 19:00:00,"58822"
"296",2013,5,3,756,800,-4,936,1001,-25,"DL",2245,"N338NB","EWR","MSP",131,1008,8,0,2013-05-03 08:00:00,"115294"
"297",2013,11,28,1348,1345,3,1649,1703,-14,"UA",1054,"N17139","EWR","LAX",345,2454,13,45,2013-11-28 13:00:00,"47508"
"298",2013,2,13,1256,1300,-4,1436,1437,-1,"UA",1249,"N13110","EWR","ORD",109,719,13,0,2013-02-13 13:00:00,"71803"
"299",2013,12,12,1429,1400,29,1707,1646,21,"B6",927,"N507JB","EWR","MCO",134,937,14,0,2013-12-12 14:00:00,"54878"
"300",2013,11,30,1615,1620,-5,1810,1835,-25,"DL",1619,"N932DL","LGA","MSP",151,1020,16,20,2013-11-30 16:00:00,"48394"
"301",2013,7,19,739,740,-1,1022,1055,-33,"VX",11,"N840VA","JFK","SFO",322,2586,7,40,2013-07-19 07:00:00,"158231"
"302",2013,4,24,625,630,-5,751,804,-13,"B6",905,"N273JB","JFK","ORD",130,740,6,30,2013-04-24 06:00:00,"110233"
"303",2013,5,17,1027,1030,-3,1337,1400,-23,"VX",187,"N530VA","EWR","SFO",337,2565,10,30,2013-05-17 10:00:00,"123016"
"304",2013,10,10,1918,1759,79,2201,2052,69,"B6",299,"N592JB","LGA","MCO",128,950,17,59,2013-10-10 17:00:00,"21216"
"305",2013,8,20,725,730,-5,1123,1129,-6,"B6",1289,"N558JB","EWR","SJU",201,1608,7,30,2013-08-20 07:00:00,"176651"
"306",2013,7,12,1519,1520,-1,1808,1805,3,"DL",1773,"N3736C","JFK","LAS",270,2248,15,20,2013-07-12 15:00:00,"154441"
"307",2013,1,10,1153,1200,-7,1531,1529,2,"DL",863,"N712TW","JFK","LAX",359,2475,12,0,2013-01-10 12:00:00,"5001"
"308",2013,2,4,1803,1807,-4,2108,2127,-19,"B6",217,"N662JB","JFK","LGB",343,2465,18,7,2013-02-04 18:00:00,"67403"
"309",2013,12,23,846,829,17,1138,1151,-13,"UA",235,"N835UA","EWR","SNA",331,2434,8,29,2013-12-23 08:00:00,"60703"
"310",2013,4,3,947,955,-8,1101,1108,-7,"B6",600,"N273JB","JFK","PWM",52,273,9,55,2013-04-03 09:00:00,"98552"
"311",2013,8,11,1225,1230,-5,1346,1352,-6,"B6",2502,"N328JB","JFK","BUF",56,301,12,30,2013-08-11 12:00:00,"171585"
"312",2013,8,11,1249,1250,-1,1524,1555,-31,"UA",1684,"N67134","EWR","MIA",141,1085,12,50,2013-08-11 12:00:00,"171595"
"313",2013,4,13,608,605,3,901,910,-9,"AA",1837,"N3JEAA","LGA","MIA",151,1096,6,5,2013-04-13 06:00:00,"104100"
"314",2013,4,10,1534,1539,-5,1814,1826,-12,"UA",1148,"N14250","EWR","TPA",137,997,15,39,2013-04-10 15:00:00,"102679"
"315",2013,2,27,1729,1729,0,1952,2046,-54,"DL",1185,"N348NW","EWR","SLC",245,1969,17,29,2013-02-27 17:00:00,"79484"
"316",2013,11,12,1407,1410,-3,1617,1616,1,"B6",1373,"N284JB","JFK","CHS",110,636,14,10,2013-11-12 14:00:00,"38734"
"317",2013,3,28,1845,1850,-5,2147,2216,-29,"UA",424,"N429UA","EWR","SAT",215,1569,18,50,2013-03-28 18:00:00,"95538"
"318",2013,2,11,1437,1440,-3,1608,1614,-6,"UA",1493,"N37267","EWR","CLE",76,404,14,40,2013-02-11 14:00:00,"70807"
"319",2013,7,16,2029,2028,1,2221,2247,-26,"B6",135,"N789JB","JFK","PHX",256,2153,20,28,2013-07-16 20:00:00,"156904"
"320",2013,9,3,1241,1120,81,1345,1233,72,"B6",208,"N231JB","JFK","PWM",46,273,11,20,2013-09-03 11:00:00,"184626"
"321",2013,10,6,1234,1240,-6,1402,1359,3,"B6",2502,"N337JB","JFK","BUF",56,301,12,40,2013-10-06 12:00:00,"18750"
"322",2013,7,5,1346,1330,16,1642,1638,4,"B6",431,"N529JB","LGA","SRQ",147,1047,13,30,2013-07-05 13:00:00,"150393"
"323",2013,6,21,721,725,-4,1013,1010,3,"AA",1815,"N3HNAA","JFK","MCO",126,944,7,25,2013-06-21 07:00:00,"142313"
"324",2013,4,30,1626,1629,-3,1908,1939,-31,"AA",565,"N3FBAA","JFK","DFW",178,1391,16,29,2013-04-30 16:00:00,"113894"
"325",2013,8,23,827,830,-3,1201,1122,39,"UA",443,"N596UA","JFK","LAX",304,2475,8,30,2013-08-23 08:00:00,"178492"
"326",2013,7,24,1403,1345,18,1709,1635,34,"AA",753,"N3BGAA","LGA","DFW",202,1389,13,45,2013-07-24 13:00:00,"161284"
"327",2013,2,28,2158,2145,13,49,34,15,"B6",35,"N708JB","JFK","PBI",151,1028,21,45,2013-02-28 21:00:00,"80194"
"328",2013,1,18,1336,1245,51,1640,1550,50,"AA",745,"N3GVAA","LGA","DFW",206,1389,12,45,2013-01-18 12:00:00,"9109"
"329",2013,10,28,1037,959,38,1140,1113,27,"UA",276,"N817UA","EWR","BOS",46,200,9,59,2013-10-28 09:00:00,"30578"
"330",2013,6,25,2051,1825,146,2303,2032,151,"DL",1715,"N349NB","LGA","MSY",152,1183,18,25,2013-06-25 18:00:00,"145012"
"331",2013,11,15,652,700,-8,804,835,-31,"UA",635,"N404UA","EWR","ORD",115,719,7,0,2013-11-15 07:00:00,"40177"
"332",2013,6,19,2111,2031,40,249,2348,NA,"B6",1069,"N523JB","JFK","AUS",NA,1521,20,31,2013-06-19 20:00:00,"141610"
"333",2013,12,11,1327,1329,-2,1637,1630,7,"UA",380,"N801UA","EWR","DFW",224,1372,13,29,2013-12-11 13:00:00,"54293"
"334",2013,5,31,2116,2120,-4,2327,2358,-31,"B6",619,"N193JB","JFK","JAX",109,828,21,20,2013-05-31 21:00:00,"130971"
"335",2013,6,28,1207,1208,-1,1529,1452,37,"B6",323,"N552JB","JFK","LAX",314,2475,12,8,2013-06-28 12:00:00,"146544"
"336",2013,11,20,2001,2005,-4,2249,2310,-21,"B6",1201,"N586JB","JFK","FLL",145,1069,20,5,2013-11-20 20:00:00,"43308"
"337",2013,7,26,1842,1741,61,2141,2037,64,"UA",1161,"N37465","EWR","SAN",313,2425,17,41,2013-07-26 17:00:00,"162654"
"338",2013,10,17,1750,1729,21,2054,2030,24,"UA",1200,"N68453","EWR","SAN",333,2425,17,29,2013-10-17 17:00:00,"24936"
"339",2013,8,18,1113,1115,-2,1222,1255,-33,"AA",327,"N567AA","LGA","ORD",111,733,11,15,2013-08-18 11:00:00,"175616"
"340",2013,10,2,2340,1934,246,157,2226,211,"UA",1429,"N73251","EWR","LAS",294,2227,19,34,2013-10-02 19:00:00,"16952"
"341",2013,6,3,1017,1021,-4,1314,1306,8,"B6",57,"N558JB","JFK","PBI",153,1028,10,21,2013-06-03 10:00:00,"132200"
"342",2013,4,3,630,600,30,906,830,36,"DL",461,"N661DN","LGA","ATL",116,762,6,0,2013-04-03 06:00:00,"98414"
"343",2013,2,4,604,608,-4,742,755,-13,"UA",963,"N826UA","EWR","CLE",77,404,6,8,2013-02-04 06:00:00,"66994"
"344",2013,2,6,555,601,-6,924,918,6,"UA",1030,"N29124","JFK","LAX",344,2475,6,1,2013-02-06 06:00:00,"68033"
"345",2013,3,13,515,515,0,805,810,-5,"UA",1545,"N76153","EWR","IAH",208,1400,5,15,2013-03-13 05:00:00,"86781"
"346",2013,5,14,2000,1929,31,2112,2059,13,"UA",1636,"N31412","EWR","BOS",46,200,19,29,2013-05-14 19:00:00,"121658"
"347",2013,1,21,1453,1457,-4,1751,1823,-32,"UA",1698,"N87513","EWR","SFO",339,2565,14,57,2013-01-21 14:00:00,"10571"
"348",2013,3,3,1610,1455,75,1854,1755,59,"UA",1116,"N76516","EWR","PBI",145,1023,14,55,2013-03-03 14:00:00,"81587"
"349",2013,5,21,851,900,-9,1232,1219,13,"DL",923,"N340NB","LGA","MIA",172,1096,9,0,2013-05-21 09:00:00,"125116"
"350",2013,1,22,1545,1550,-5,2030,2050,-20,"AA",1635,"N612AA","JFK","SJU",199,1598,15,50,2013-01-22 15:00:00,"11114"
"351",2013,5,28,1426,1430,-4,1822,1845,-23,"AA",1635,"N5FNAA","JFK","SJU",193,1598,14,30,2013-05-28 14:00:00,"129011"
"352",2013,6,29,627,630,-3,838,844,-6,"DL",575,"N306DQ","EWR","ATL",111,746,6,30,2013-06-29 06:00:00,"146917"
"353",2013,11,3,1500,1500,0,1810,1830,-20,"DL",419,"N705TW","JFK","SEA",325,2422,15,0,2013-11-03 15:00:00,"33867"
"354",2013,2,5,904,910,-6,1057,1055,2,"B6",1103,"N249JB","JFK","RDU",78,427,9,10,2013-02-05 09:00:00,"67653"
"355",2013,11,25,754,800,-6,1055,1115,-20,"AA",2267,"N3GLAA","LGA","MIA",154,1096,8,0,2013-11-25 08:00:00,"45623"
"356",2013,11,13,1653,1629,24,2011,1932,39,"B6",1161,"N661JB","LGA","PBI",138,1035,16,29,2013-11-13 16:00:00,"39394"
"357",2013,7,20,655,655,0,1033,1058,-25,"DL",315,"N672DL","JFK","SJU",199,1598,6,55,2013-07-20 06:00:00,"158781"
"358",2013,3,12,1300,1300,0,1415,1406,9,"B6",1006,"N317JB","JFK","BOS",42,187,13,0,2013-03-12 13:00:00,"86485"
"359",2013,11,7,1843,1845,-2,2210,2210,0,"AA",177,"N336AA","JFK","SFO",355,2586,18,45,2013-11-07 18:00:00,"36230"
"360",2013,10,21,539,545,-6,926,933,-7,"B6",1403,"N531JB","JFK","SJU",193,1598,5,45,2013-10-21 05:00:00,"26626"
"361",2013,3,16,1108,900,128,1313,1113,120,"DL",181,"N392DA","LGA","DTW",95,502,9,0,2013-03-16 09:00:00,"88663"
"362",2013,6,6,1517,1520,-3,1816,1820,-4,"UA",643,"N827UA","EWR","AUS",210,1504,15,20,2013-06-06 15:00:00,"134037"
"363",2013,6,20,1624,1629,-5,1922,1922,0,"UA",392,"N515UA","EWR","LAX",311,2454,16,29,2013-06-20 16:00:00,"142028"
"364",2013,5,3,1805,1800,5,2110,2108,2,"UA",1637,"N12218","EWR","TPA",140,997,18,0,2013-05-03 18:00:00,"115633"
"365",2013,11,22,1623,1630,-7,1930,1952,-22,"DL",1373,"N352NW","JFK","MIA",150,1089,16,30,2013-11-22 16:00:00,"44305"
"366",2013,9,4,826,825,1,1124,1148,-24,"UA",397,"N560UA","JFK","SFO",323,2586,8,25,2013-09-04 08:00:00,"185057"
"367",2013,9,13,1610,1615,-5,1829,1823,6,"DL",1619,"N926DL","LGA","MSP",134,1020,16,15,2013-09-13 16:00:00,"190089"
"368",2013,11,19,701,710,-9,834,845,-11,"AA",305,"N552AA","LGA","ORD",120,733,7,10,2013-11-19 07:00:00,"42302"
"369",2013,5,30,956,1004,-8,1149,1215,-26,"DL",2319,"N370NW","LGA","MSP",135,1020,10,4,2013-05-30 10:00:00,"130024"
"370",2013,10,30,1750,1725,25,2117,2040,37,"VX",169,"N640VA","EWR","LAX",355,2454,17,25,2013-10-30 17:00:00,"31920"
"371",2013,4,10,NA,1125,NA,NA,1305,NA,"AA",327,"N4WRAA","LGA","ORD",NA,733,11,25,2013-04-10 11:00:00,"102886"
"372",2013,9,16,1212,1215,-3,1502,1510,-8,"AA",1143,"N3CDAA","LGA","DFW",190,1389,12,15,2013-09-16 12:00:00,"191492"
"373",2013,5,12,2000,1930,30,2310,2255,15,"UA",1248,"N21723","EWR","SAT",224,1569,19,30,2013-05-12 19:00:00,"120523"
"374",2013,3,10,1739,1740,-1,2024,2044,-20,"DL",1629,"N3756","JFK","LAS",312,2248,17,40,2013-03-10 17:00:00,"85494"
"375",2013,9,27,1453,1459,-6,1733,1734,-1,"DL",2347,"N984DL","LGA","ATL",98,762,14,59,2013-09-27 14:00:00,"197507"
"376",2013,12,1,756,800,-4,1048,1110,-22,"DL",2190,"N3737C","JFK","MIA",138,1089,8,0,2013-12-01 08:00:00,"48674"
"377",2013,2,19,1854,1855,-1,5,2355,10,"AA",1613,"N630AA","JFK","SJU",202,1598,18,55,2013-02-19 18:00:00,"75209"
